event_id,treated_cve,treated_event_date,control_cve,control_future_event_date,candidate_rank_static,static_distance,treated_baseline_epss,treated_baseline_percentile,treated_anchor_offset,control_baseline_epss,control_baseline_percentile,control_anchor_offset,baseline_percentile_distance,match_rank,treated_epss_plus7,treated_percentile_plus7,control_epss_plus7,control_percentile_plus7,treated_percentile_delta_plus7,control_percentile_delta_plus7,att_percentile_delta_plus7,treated_epss_plus30,treated_percentile_plus30,control_epss_plus30,control_percentile_plus30,treated_percentile_delta_plus30,control_percentile_delta_plus30,att_percentile_delta_plus30
513,CVE-2023-39362,2023-10-09,CVE-2023-1966,2025-01-07,10,0.2500000000000001,0.00103,0.41473,0.0,0.00128,0.47013,0.0,0.0554,1,0.00305,0.66322,0.00128,0.47099,0.24849,0.00086,0.24763,0.00929,0.81165,0.00128,0.47242,0.39692,0.00229,0.39463
515,CVE-2023-40044,2025-04-17,CVE-2023-36845,2025-05-29,2,0.2499999999999992,0.94427,0.99979,0.0,0.94355,0.99947,0.0,0.0003199999999999,1,0.94427,0.99979,0.94355,0.99948,0.0,1.0000000000065512e-05,-1.0000000000065512e-05,0.94427,0.99978,0.94355,0.99948,-9.99999999995449e-06,1.0000000000065512e-05,-2.000000000002e-05
515,CVE-2023-40044,2025-04-17,CVE-2023-29336,2025-05-25,11,2.5,0.94427,0.99979,0.0,0.76942,0.98873,0.0,0.0110599999999999,2,0.94427,0.99979,0.76942,0.98876,0.0,2.999999999997449e-05,-2.999999999997449e-05,0.94427,0.99978,0.74852,0.98788,-9.99999999995449e-06,-0.00085,0.00084
517,CVE-2023-40278,2024-04-15,CVE-2023-47113,2025-05-03,9,0.2500000000000001,0.00043,0.08022,0.0,0.00042,0.05281,0.0,0.0274099999999999,1,0.00144,0.49756,0.00042,0.05285,0.41734,3.999999999999837e-05,0.4173,0.00144,0.49962,0.00042,0.05204,0.4194,-0.0007699999999999,0.42017
518,CVE-2023-40279,2024-04-15,CVE-2023-47113,2025-05-03,9,0.2500000000000001,0.00043,0.08022,0.0,0.00042,0.05281,0.0,0.0274099999999999,1,0.00144,0.49756,0.00042,0.05285,0.41734,3.999999999999837e-05,0.4173,0.00144,0.49962,0.00042,0.05204,0.4194,-0.0007699999999999,0.42017
520,CVE-2023-40547,2025-04-22,CVE-2023-39780,2025-05-28,2,0.55,0.03357,0.86627,0.0,0.01699,0.81229,0.0,0.05398,1,0.03357,0.86608,0.01699,0.81225,-0.00019,-3.999999999992898e-05,-0.00015,0.03039,0.85993,0.02054,0.82947,-0.00634,0.01718,-0.02352
520,CVE-2023-40547,2025-04-22,CVE-2023-6241,2025-05-23,10,1.3000000000000007,0.03357,0.86627,0.0,0.09367,0.92292,0.0,0.0566499999999999,2,0.03357,0.86608,0.09367,0.92296,-0.00019,4.000000000004e-05,-0.00023,0.03039,0.85993,0.09367,0.92334,-0.00634,0.00042,-0.00676
521,CVE-2023-40580,2025-04-14,CVE-2023-21675,2025-05-16,2,0.2999999999999998,0.00299,0.50338,0.0,0.00301,0.50489,0.0,0.0015099999999999,1,0.00086,0.2611,0.00301,0.52727,-0.24228,0.02238,-0.2646600000000001,0.00083,0.25529,0.00301,0.52843,-0.24809,0.02354,-0.27163
521,CVE-2023-40580,2025-04-14,CVE-2023-23420,2025-05-16,7,0.2999999999999998,0.00299,0.50338,0.0,0.00279,0.48437,0.0,0.01901,2,0.00086,0.2611,0.00279,0.50823,-0.24228,0.0238599999999999,-0.26614,0.00083,0.25529,0.00279,0.5089,-0.24809,0.0245299999999999,-0.27262
521,CVE-2023-40580,2025-04-14,CVE-2023-21748,2025-05-16,4,0.2999999999999998,0.00299,0.50338,0.0,0.0033,0.53097,0.0,0.02759,3,0.00086,0.2611,0.0033,0.55134,-0.24228,0.02037,-0.26265,0.00083,0.25529,0.0033,0.55251,-0.24809,0.0215399999999998,-0.2696299999999999
527,CVE-2023-41076,2025-04-12,CVE-2023-42871,2025-05-25,10,0.5,0.00028,0.04817,0.0,0.00043,0.09946,0.0,0.05129,1,0.00029,0.06542,0.00062,0.19752,0.01725,0.09806,-0.0808099999999999,0.0003,0.07067,0.00062,0.19782,0.0225,0.0983599999999999,-0.0758599999999999
527,CVE-2023-41076,2025-04-12,CVE-2023-34332,2025-05-19,8,0.5,0.00028,0.04817,0.0,0.00045,0.1094,0.0,0.06123,2,0.00029,0.06542,0.00021,0.04051,0.01725,-0.06889,0.08614,0.0003,0.07067,0.00021,0.0403,0.0225,-0.0691,0.0915999999999999
527,CVE-2023-41076,2025-04-12,CVE-2023-51745,2025-05-18,5,0.5,0.00028,0.04817,0.0,0.00053,0.13633,0.0,0.08816,3,0.00029,0.06542,0.00035,0.09146,0.01725,-0.04487,0.06212,0.0003,0.07067,0.00035,0.08999,0.0225,-0.04634,0.06884
529,CVE-2023-4113,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000003,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.0642399999999999,1,0.00146,0.49921,0.00193,0.56324,0.0012399999999999,0.0010299999999999,0.0002099999999999,0.00146,0.49915,0.00193,0.56383,0.0011799999999999,0.00162,-0.0004400000000001
531,CVE-2023-4114,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000003,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.0642399999999999,1,0.00146,0.49921,0.00193,0.56324,0.0012399999999999,0.0010299999999999,0.0002099999999999,0.00146,0.49915,0.00193,0.56383,0.0011799999999999,0.00162,-0.0004400000000001
532,CVE-2023-4115,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000003,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.0642399999999999,1,0.00146,0.49921,0.00193,0.56324,0.0012399999999999,0.0010299999999999,0.0002099999999999,0.00146,0.49915,0.00193,0.56383,0.0011799999999999,0.00162,-0.0004400000000001
533,CVE-2023-4116,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000003,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.0642399999999999,1,0.00146,0.49921,0.00193,0.56324,0.0012399999999999,0.0010299999999999,0.0002099999999999,0.00146,0.49915,0.00193,0.56383,0.0011799999999999,0.00162,-0.0004400000000001
534,CVE-2023-4117,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000003,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.0642399999999999,1,0.00146,0.49921,0.00193,0.56324,0.0012399999999999,0.0010299999999999,0.0002099999999999,0.00146,0.49915,0.00193,0.56383,0.0011799999999999,0.00162,-0.0004400000000001
535,CVE-2023-4119,2023-08-04,CVE-2023-3897,2024-02-19,6,0.5,0.00055,0.20557,1.0,0.00046,0.12718,1.0,0.07839,1,0.00146,0.49921,0.00046,0.12785,0.29364,0.00067,0.29297,0.00146,0.49915,0.00046,0.12708,0.2935799999999999,-9.9999999999989e-05,0.2936799999999999
536,CVE-2023-41425,2025-04-22,CVE-2023-29336,2025-05-25,3,1.95,0.60716,0.98143,0.0,0.76942,0.98874,0.0,0.0073099999999999,1,0.64041,0.98289,0.76942,0.98877,0.00146,3.0000000000085517e-05,0.0014299999999999,0.84516,0.9926,0.74852,0.98789,0.01117,-0.0008499999999999,0.0120199999999999
536,CVE-2023-41425,2025-04-22,CVE-2023-36845,2025-05-29,11,4.000000000000001,0.60716,0.98143,0.0,0.94355,0.99948,0.0,0.01805,2,0.64041,0.98289,0.94355,0.99948,0.00146,0.0,0.00146,0.84516,0.9926,0.94355,0.99948,0.01117,0.0,0.01117
536,CVE-2023-41425,2025-04-22,CVE-2023-0669,2025-05-28,2,1.4000000000000006,0.60716,0.98143,0.0,0.94364,0.99952,0.0,0.0180899999999999,3,0.64041,0.98289,0.94364,0.99952,0.00146,0.0,0.00146,0.84516,0.9926,0.94364,0.99952,0.01117,0.0,0.01117
539,CVE-2023-4173,2023-08-08,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.00055,0.20592,1.0,0.00046,0.12759,1.0,0.0783299999999999,1,,,,,,,,0.00176,0.54116,0.00046,0.12814,0.33524,0.0005499999999999,0.33469
539,CVE-2023-4173,2023-08-08,CVE-2023-29383,2025-05-17,2,0.2500000000000001,0.00055,0.20592,1.0,0.00045,0.12275,1.0,0.08317,2,,,,,,,,0.00176,0.54116,0.00045,0.1232,0.33524,0.00045,0.33479
540,CVE-2023-4174,2023-08-08,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.00055,0.20592,1.0,0.00046,0.12759,1.0,0.0783299999999999,1,,,,,,,,0.00209,0.58266,0.00046,0.12814,0.3767399999999999,0.0005499999999999,0.3761899999999999
540,CVE-2023-4174,2023-08-08,CVE-2023-29383,2025-05-17,2,0.2500000000000001,0.00055,0.20592,1.0,0.00045,0.12275,1.0,0.08317,2,,,,,,,,0.00209,0.58266,0.00045,0.1232,0.3767399999999999,0.00045,0.3762899999999999
541,CVE-2023-41892,2025-04-27,CVE-2023-36845,2025-05-29,1,0.1999999999999993,0.93766,0.99843,0.0,0.94355,0.99948,0.0,0.0010499999999999,1,0.93766,0.99843,0.94355,0.99948,0.0,0.0,0.0,0.93542,0.99821,0.94355,0.99948,-0.0002199999999999,0.0,-0.0002199999999999
541,CVE-2023-41892,2025-04-27,CVE-2023-0669,2025-05-28,5,3.05,0.93766,0.99843,0.0,0.94364,0.99952,0.0,0.0010899999999999,2,0.93766,0.99843,0.94364,0.99951,0.0,-9.99999999995449e-06,9.99999999995449e-06,0.93542,0.99821,0.94364,0.99952,-0.0002199999999999,0.0,-0.0002199999999999
544,CVE-2023-42007,2025-04-11,CVE-2023-52590,2025-05-20,7,0.1499999999999996,0.00026,0.04283,0.0,0.0005,0.12726,0.0,0.08443,1,0.00026,0.05676,8e-05,0.00454,0.0139299999999999,-0.12272,0.13665,0.00026,0.0569,8e-05,0.00445,0.01407,-0.12281,0.13688
544,CVE-2023-42007,2025-04-11,CVE-2023-0437,2025-05-17,8,0.1500000000000005,0.00026,0.04283,0.0,0.00052,0.13359,0.0,0.0907599999999999,2,0.00026,0.05676,0.00052,0.16282,0.0139299999999999,0.02923,-0.0153,0.00026,0.0569,0.00186,0.41031,0.01407,0.27672,-0.26265
546,CVE-2023-4220,2025-03-18,CVE-2023-29336,2025-05-25,2,0.2999999999999998,0.92866,0.99769,0.0,0.6143,0.98176,0.0,0.01593,1,0.92799,0.99763,0.62322,0.98229,-5.999999999994898e-05,0.00053,-0.0005899999999999,0.92521,0.99715,0.76942,0.98873,-0.0005399999999999,0.00697,-0.00751
547,CVE-2023-4278,2023-10-09,CVE-2023-45282,2025-04-11,8,0.05,0.00048,0.15034,0.0,0.00043,0.07182,0.0,0.07852,1,0.1331,0.94919,0.00099,0.40531,0.79885,0.33349,0.4653599999999999,0.10066,0.94326,0.00099,0.4069,0.79292,0.33508,0.4578399999999999
548,CVE-2023-42793,2024-03-14,CVE-2023-5360,2025-04-05,1,0.0,0.97345,0.99885,0.0,0.96723,0.99633,0.0,0.0025199999999999,1,0.97093,0.99759,0.96723,0.99636,-0.00126,2.999999999997449e-05,-0.00129,0.97071,0.99757,0.96723,0.99643,-0.00128,9.9999999999989e-05,-0.00138
548,CVE-2023-42793,2024-03-14,CVE-2023-3519,2025-01-09,10,0.05,0.97345,0.99885,0.0,0.91186,0.98797,0.0,0.01088,2,0.97093,0.99759,0.91186,0.98803,-0.00126,5.999999999994898e-05,-0.0013199999999999,0.97071,0.99757,0.91186,0.98823,-0.00128,0.00026,-0.00154
548,CVE-2023-42793,2024-03-14,CVE-2023-30258,2025-04-11,2,0.0,0.97345,0.99885,0.0,0.30708,0.96832,0.0,0.03053,3,0.97093,0.99759,0.30708,0.96844,-0.00126,0.00012,-0.00138,0.97071,0.99757,0.28045,0.96752,-0.00128,-0.0007999999999999,-0.0004800000000001
553,CVE-2023-43177,2025-03-25,CVE-2023-36845,2025-05-29,3,0.05,0.89356,0.9954,0.0,0.9432,0.99942,0.0,0.00402,1,0.89356,0.99523,0.9432,0.99943,-0.00017,1.0000000000065512e-05,-0.00018,0.70469,0.9857,0.94355,0.99948,-0.0096999999999999,6.0000000000060005e-05,-0.0097599999999999
553,CVE-2023-43177,2025-03-25,CVE-2023-34362,2025-05-13,1,0.05,0.89356,0.9954,0.0,0.94388,0.99966,0.0,0.00426,2,0.89356,0.99523,0.94388,0.99966,-0.00017,0.0,-0.00017,0.70469,0.9857,0.94485,0.99998,-0.0096999999999999,0.0003199999999999,-0.0100199999999999
553,CVE-2023-43177,2025-03-25,CVE-2023-41892,2025-04-27,5,0.2499999999999992,0.89356,0.9954,0.0,0.70287,0.98609,0.0,0.0093099999999999,3,0.89356,0.99523,0.70287,0.98574,-0.00017,-0.00035,0.00018,0.70469,0.9857,0.93766,0.99842,-0.0096999999999999,0.0123299999999999,-0.0220299999999998
557,CVE-2023-4382,2023-09-04,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.0005,0.17088,0.0,0.00046,0.12752,0.0,0.04336,1,0.00056,0.21441,0.00046,0.12764,0.0435299999999999,0.00012,0.0434099999999999,,,,,,,
557,CVE-2023-4382,2023-09-04,CVE-2023-29383,2025-05-17,2,0.2500000000000001,0.0005,0.17088,0.0,0.00045,0.12261,0.0,0.04827,2,0.00056,0.21441,0.00045,0.12271,0.0435299999999999,0.0001,0.0434299999999999,,,0.00045,0.12516,,0.0025499999999999,
557,CVE-2023-4382,2023-09-04,CVE-2023-36811,2025-04-09,6,1.5000000000000002,0.0005,0.17088,0.0,0.00045,0.12261,0.0,0.04827,3,0.00056,0.21441,0.00045,0.12271,0.0435299999999999,0.0001,0.0434299999999999,,,,,,,
558,CVE-2023-43958,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.00025,0.05022,0.0,0.0003,0.07065,0.0,0.02043,1,0.0021,0.43659,0.0003,0.06959,0.38637,-0.00106,0.38743,0.00254,0.48732,0.0003,0.07023,0.4371,-0.00042,0.43752
558,CVE-2023-43958,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.00025,0.05022,0.0,0.00036,0.09046,0.0,0.04024,2,0.0021,0.43659,0.00036,0.08909,0.38637,-0.0013699999999999,0.38774,0.00254,0.48732,0.00026,0.05659,0.4371,-0.03387,0.47097
559,CVE-2023-4407,2023-09-04,CVE-2023-24657,2025-04-11,3,0.2000000000000001,0.00077,0.31835,0.0,0.00076,0.31308,0.0,0.0052699999999999,1,0.0009,0.37674,0.00076,0.31352,0.05839,0.0004399999999999,0.05795,,,0.00076,0.31571,,0.0026299999999999,
559,CVE-2023-4407,2023-09-04,CVE-2023-24626,2025-05-12,10,0.2500000000000001,0.00077,0.31835,0.0,0.00062,0.24384,0.0,0.07451,2,0.0009,0.37674,0.00062,0.24417,0.05839,0.0003299999999999,0.05806,,,0.00062,0.24621,,0.00237,
560,CVE-2023-44088,2025-04-10,CVE-2023-34872,2025-05-17,7,0.4500000000000003,0.00201,0.39414,0.0,0.002,0.39311,0.0,0.0010299999999999,1,0.00127,0.33437,0.00164,0.38496,-0.0597699999999999,-0.0081499999999999,-0.05162,0.00127,0.33408,0.00164,0.38441,-0.06006,-0.0087,-0.0513599999999999
560,CVE-2023-44088,2025-04-10,CVE-2023-4039,2025-05-17,11,1.1500000000000006,0.00201,0.39414,0.0,0.00206,0.40147,0.0,0.00733,2,0.00127,0.33437,0.00124,0.33082,-0.0597699999999999,-0.0706499999999999,0.01088,0.00127,0.33408,0.00121,0.32552,-0.06006,-0.07595,0.01589
561,CVE-2023-44221,2025-04-25,CVE-2023-39780,2025-05-28,5,1.6500000000000006,0.0079,0.72615,0.0,0.01699,0.8124,0.0,0.08625,1,0.42049,0.97252,0.01699,0.81334,0.2463700000000001,0.0009399999999999,0.2454300000000001,0.4625,0.97482,0.01786,0.81804,0.24867,0.0056399999999999,0.24303
563,CVE-2023-44752,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.0003,0.06873,0.0,0.0003,0.07065,0.0,0.00192,1,0.0008,0.2457,0.0003,0.06959,0.17697,-0.00106,0.17803,0.00105,0.29797,0.0003,0.07023,0.22924,-0.00042,0.22966
563,CVE-2023-44752,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.0003,0.06873,0.0,0.00036,0.09046,0.0,0.02173,2,0.0008,0.2457,0.00036,0.08909,0.17697,-0.0013699999999999,0.17834,0.00105,0.29797,0.00026,0.05659,0.22924,-0.03387,0.26311
563,CVE-2023-44752,2025-04-23,CVE-2023-4369,2025-05-28,4,1.3,0.0003,0.06873,0.0,0.00053,0.16699,0.0,0.09826,3,0.0008,0.2457,0.00053,0.16738,0.17697,0.00039,0.17658,0.00105,0.29797,0.00058,0.18567,0.22924,0.01868,0.21056
564,CVE-2023-44755,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.00014,0.01497,0.0,0.0003,0.07065,0.0,0.05568,1,0.0004,0.11585,0.0003,0.06959,0.10088,-0.00106,0.10194,0.0004,0.11762,0.0003,0.07023,0.10265,-0.00042,0.10307
564,CVE-2023-44755,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.00014,0.01497,0.0,0.00036,0.09046,0.0,0.07549,2,0.0004,0.11585,0.00036,0.08909,0.10088,-0.0013699999999999,0.10225,0.0004,0.11762,0.00026,0.05659,0.10265,-0.03387,0.13652
566,CVE-2023-45277,2025-04-11,CVE-2023-28248,2025-05-16,9,0.2999999999999998,0.00897,0.73636,0.0,0.01074,0.75917,0.0,0.0228099999999999,1,0.00731,0.71441,0.00283,0.51321,-0.02195,-0.2459599999999999,0.2240099999999999,0.00731,0.71468,0.00283,0.51329,-0.02168,-0.24588,0.2241999999999999
566,CVE-2023-45277,2025-04-11,CVE-2023-35357,2025-05-16,12,0.2999999999999998,0.00897,0.73636,0.0,0.00746,0.70857,0.0,0.0277899999999999,2,0.00731,0.71441,0.00188,0.41382,-0.02195,-0.29475,0.2728,0.00731,0.71468,0.00188,0.41266,-0.02168,-0.29591,0.27423
566,CVE-2023-45277,2025-04-11,CVE-2023-28272,2025-05-16,10,0.2999999999999998,0.00897,0.73636,0.0,0.01453,0.79139,0.0,0.05503,3,0.00731,0.71441,0.00345,0.56186,-0.02195,-0.22953,0.20758,0.00731,0.71468,0.00345,0.56245,-0.02168,-0.22894,0.20726
567,CVE-2023-45278,2025-04-11,CVE-2023-39780,2025-05-28,2,0.599999999999999,0.10068,0.92374,0.0,0.06658,0.9037,0.0,0.02004,1,0.01513,0.80183,0.01699,0.81238,-0.1219099999999999,-0.0913199999999999,-0.03059,0.01513,0.80202,0.01699,0.8126,-0.12172,-0.0910999999999999,-0.03062
567,CVE-2023-45278,2025-04-11,CVE-2023-36845,2025-05-29,5,0.7500000000000011,0.10068,0.92374,0.0,0.9432,0.99944,0.0,0.0756999999999999,2,0.01513,0.80183,0.94355,0.99947,-0.1219099999999999,2.999999999997449e-05,-0.1219399999999999,0.01513,0.80202,0.94355,0.99947,-0.12172,2.999999999997449e-05,-0.12175
567,CVE-2023-45278,2025-04-11,CVE-2023-34362,2025-05-13,3,0.7000000000000011,0.10068,0.92374,0.0,0.94388,0.99967,0.0,0.0759299999999999,3,0.01513,0.80183,0.94485,0.99998,-0.1219099999999999,0.00031,-0.12222,0.01513,0.80202,0.94485,0.99998,-0.12172,0.00031,-0.12203
568,CVE-2023-45279,2025-04-11,CVE-2023-34872,2025-05-17,6,0.0999999999999996,0.00192,0.38308,0.0,0.002,0.3931,0.0,0.01002,1,0.00155,0.37517,0.00164,0.38539,-0.0079099999999999,-0.0077099999999999,-0.0001999999999999,0.00155,0.37392,0.00164,0.38431,-0.00916,-0.00879,-0.0003699999999999
568,CVE-2023-45279,2025-04-11,CVE-2023-4039,2025-05-17,9,0.6000000000000005,0.00192,0.38308,0.0,0.00206,0.40145,0.0,0.0183699999999999,2,0.00155,0.37517,0.00124,0.33128,-0.0079099999999999,-0.0701699999999999,0.0622599999999999,0.00155,0.37392,0.00121,0.32521,-0.00916,-0.0762399999999999,0.0670799999999999
569,CVE-2023-45280,2025-04-11,CVE-2023-36404,2025-05-16,2,0.0999999999999996,0.00547,0.65347,0.0,0.0069,0.69589,0.0,0.04242,1,0.01215,0.77906,0.00217,0.44536,0.1255899999999999,-0.25053,0.37612,0.01215,0.77922,0.00217,0.44474,0.12575,-0.25115,0.3769
569,CVE-2023-45280,2025-04-11,CVE-2023-38140,2025-05-16,5,0.0999999999999996,0.00547,0.65347,0.0,0.00883,0.73416,0.0,0.08069,2,0.01215,0.77906,0.00282,0.51161,0.1255899999999999,-0.22255,0.34814,0.01215,0.77922,0.00282,0.51171,0.12575,-0.22245,0.3482
569,CVE-2023-45280,2025-04-11,CVE-2023-36803,2025-05-16,4,0.0999999999999996,0.00547,0.65347,0.0,0.00914,0.73898,0.0,0.0855099999999999,3,0.01215,0.77906,0.0029,0.52004,0.1255899999999999,-0.21894,0.34453,0.01215,0.77922,0.0029,0.52024,0.12575,-0.2187399999999999,0.3444899999999999
570,CVE-2023-45281,2025-04-11,CVE-2023-4039,2025-05-17,11,1.2999999999999998,0.00212,0.40937,0.0,0.00206,0.40145,0.0,0.00792,1,0.00205,0.43217,0.00124,0.33128,0.0227999999999999,-0.0701699999999999,0.0929699999999999,0.00205,0.43147,0.00121,0.32521,0.0221,-0.0762399999999999,0.0983399999999999
570,CVE-2023-45281,2025-04-11,CVE-2023-34872,2025-05-17,8,0.5999999999999996,0.00212,0.40937,0.0,0.002,0.3931,0.0,0.01627,2,0.00205,0.43217,0.00164,0.38539,0.0227999999999999,-0.0077099999999999,0.0305099999999999,0.00205,0.43147,0.00164,0.38431,0.0221,-0.00879,0.03089
571,CVE-2023-45282,2025-04-11,CVE-2023-23421,2025-05-16,8,0.2999999999999998,0.00371,0.56091,0.0,0.00346,0.54344,0.0,0.0174699999999999,1,0.00072,0.22649,0.00346,0.56281,-0.33442,0.01937,-0.35379,0.00076,0.23734,0.00346,0.56337,-0.32357,0.01993,-0.3435
571,CVE-2023-45282,2025-04-11,CVE-2023-21748,2025-05-16,4,0.2999999999999998,0.00371,0.56091,0.0,0.0033,0.53142,0.0,0.02949,2,0.00072,0.22649,0.0033,0.55171,-0.33442,0.02029,-0.3547100000000001,0.00076,0.23734,0.0033,0.55238,-0.32357,0.0209599999999999,-0.34453
571,CVE-2023-45282,2025-04-11,CVE-2023-21675,2025-05-16,2,0.2999999999999998,0.00371,0.56091,0.0,0.00301,0.50535,0.0,0.05556,3,0.00072,0.22649,0.00301,0.52787,-0.33442,0.0225199999999999,-0.35694,0.00076,0.23734,0.00301,0.52837,-0.32357,0.02302,-0.34659
573,CVE-2023-4548,2023-09-08,CVE-2023-24657,2025-04-11,3,0.2000000000000001,0.00089,0.36886,0.0,0.00076,0.3136,0.0,0.05526,1,,,,,,,,,,,,,,
577,CVE-2023-45884,2025-04-11,CVE-2023-24626,2025-05-12,1,0.0,0.00127,0.28997,0.0,0.00074,0.19612,0.0,0.09385,1,0.00093,0.27769,0.00046,0.14041,-0.01228,-0.0557099999999999,0.0434299999999999,0.00093,0.27644,0.00046,0.13966,-0.0135299999999999,-0.0564599999999999,0.0429299999999999
578,CVE-2023-45885,2025-04-11,CVE-2023-34872,2025-05-17,6,0.0999999999999996,0.00192,0.38308,0.0,0.002,0.3931,0.0,0.01002,1,0.0012,0.32329,0.00164,0.38539,-0.0597899999999999,-0.0077099999999999,-0.0520799999999999,0.0012,0.32223,0.00164,0.38431,-0.0608499999999999,-0.00879,-0.0520599999999999
578,CVE-2023-45885,2025-04-11,CVE-2023-4039,2025-05-17,9,0.6000000000000005,0.00192,0.38308,0.0,0.00206,0.40145,0.0,0.0183699999999999,2,0.0012,0.32329,0.00124,0.33128,-0.0597899999999999,-0.0701699999999999,0.01038,0.0012,0.32223,0.00121,0.32521,-0.0608499999999999,-0.0762399999999999,0.01539
579,CVE-2023-46022,2024-03-20,CVE-2023-21675,2025-05-16,8,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999,1,0.00052,0.18597,0.00043,0.07941,0.1131399999999999,0.0014599999999999,0.11168,0.00052,0.19406,0.00043,0.08773,0.12123,0.0097799999999999,0.11145
579,CVE-2023-46022,2024-03-20,CVE-2023-21747,2025-05-16,9,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999,2,0.00052,0.18597,0.00043,0.07941,0.1131399999999999,0.0014599999999999,0.11168,0.00052,0.19406,0.00043,0.08773,0.12123,0.0097799999999999,0.11145
579,CVE-2023-46022,2024-03-20,CVE-2023-21748,2025-05-16,10,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999,3,0.00052,0.18597,0.00043,0.07941,0.1131399999999999,0.0014599999999999,0.11168,0.00052,0.19406,0.00043,0.08773,0.12123,0.0097799999999999,0.11145
580,CVE-2023-46024,2024-03-20,CVE-2023-41061,2025-02-10,11,0.3499999999999998,0.00073,0.30071,0.0,0.0007,0.28601,0.0,0.0146999999999999,1,0.00237,0.61135,0.0007,0.2873,0.3106399999999999,0.00129,0.3093499999999999,0.00237,0.6149,0.0007,0.29383,0.31419,0.0078199999999999,0.30637
580,CVE-2023-46024,2024-03-20,CVE-2023-1545,2025-03-22,2,0.0,0.00073,0.30071,0.0,0.00084,0.34443,0.0,0.04372,2,0.00237,0.61135,0.00118,0.44992,0.3106399999999999,0.1054899999999999,0.20515,0.00237,0.6149,0.00118,0.45458,0.31419,0.1101499999999999,0.20404
580,CVE-2023-46024,2024-03-20,CVE-2023-45277,2025-04-11,4,0.05,0.00073,0.30071,0.0,0.00087,0.35328,0.0,0.05257,3,0.00237,0.61135,0.00087,0.35445,0.3106399999999999,0.00117,0.3094699999999999,0.00237,0.6149,0.00087,0.36012,0.31419,0.00684,0.30735
583,CVE-2023-46272,2025-02-20,CVE-2023-52235,2025-04-11,3,0.05,0.00046,0.18783,0.0,0.00043,0.11709,0.0,0.07074,1,0.00046,0.19057,0.00043,0.11767,0.0027399999999999,0.0005799999999999,0.0021599999999999,0.0002,0.02985,0.0025,0.45631,-0.15798,0.3392199999999999,-0.4972
584,CVE-2023-4634,2023-10-09,CVE-2023-27997,2025-01-09,11,0.05,0.05685,0.92421,0.0,0.15407,0.95239,0.0,0.0281799999999999,1,0.01945,0.87341,0.15407,0.95258,-0.0507999999999999,0.00019,-0.0509899999999999,0.01945,0.87338,0.15407,0.95321,-0.0508299999999999,0.00082,-0.0516499999999999
584,CVE-2023-4634,2023-10-09,CVE-2023-23333,2024-03-14,1,0.0,0.05685,0.92421,0.0,0.5361,0.97206,0.0,0.04785,2,0.01945,0.87341,0.5361,0.97215,-0.0507999999999999,8.999999999992347e-05,-0.0508899999999998,0.01945,0.87338,0.45387,0.97037,-0.0508299999999999,-0.00169,-0.0491399999999998
584,CVE-2023-4634,2023-10-09,CVE-2023-42793,2024-03-14,2,0.0,0.05685,0.92421,0.0,0.97209,0.99756,0.0,0.07335,3,0.01945,0.87341,0.97209,0.99758,-0.0507999999999999,2.000000000002e-05,-0.0508199999999999,0.01945,0.87338,0.97264,0.99809,-0.0508299999999999,0.00053,-0.0513599999999999
588,CVE-2023-46604,2025-04-17,CVE-2023-36845,2025-05-29,2,0.2499999999999992,0.94436,0.99984,0.0,0.94355,0.99947,0.0,0.0003699999999999,1,0.94436,0.99984,0.94355,0.99948,0.0,1.0000000000065512e-05,-1.0000000000065512e-05,0.94436,0.99983,0.94355,0.99948,-9.99999999995449e-06,1.0000000000065512e-05,-2.000000000002e-05
