event_id,treated_cve,treated_event_date,control_cve,control_future_event_date,candidate_rank_static,static_distance,treated_baseline_epss,treated_baseline_percentile,treated_anchor_offset,control_baseline_epss,control_baseline_percentile,control_anchor_offset,baseline_percentile_distance,match_rank
1094,CVE-2024-21894,2025-04-17,CVE-2024-37014,2025-05-19,1,0.0,0.12221,0.93429,0.0,0.02498,0.84441,0.0,0.08987999999999996,3
1095,CVE-2024-21924,2025-02-11,CVE-2024-22257,2025-05-30,5,0.05,0.00043,0.11476,1.0,0.00043,0.1146,0.0,0.00016000000000000736,1
1096,CVE-2024-21925,2025-02-11,CVE-2024-22257,2025-05-30,5,0.05,0.00043,0.11476,1.0,0.00043,0.1146,0.0,0.00016000000000000736,1
1105,CVE-2024-23108,2025-04-21,CVE-2024-1709,2025-05-29,1,0.05,0.89786,0.99519,0.0,0.94364,0.99951,0.0,0.0043199999999999905,1
1107,CVE-2024-23222,2025-01-27,CVE-2024-7399,2025-05-06,2,0.0,0.0013,0.48907,0.0,0.00097,0.42159,0.0,0.06747999999999998,1
1108,CVE-2024-23346,2025-04-15,CVE-2024-29943,2025-05-19,7,0.55,0.28283,0.96159,0.0,0.17035,0.94542,0.0,0.016169999999999907,1
1109,CVE-2024-23692,2025-03-28,CVE-2024-27198,2025-05-13,3,0.05,0.94336,0.99948,0.0,0.94582,1.0,0.0,0.0005199999999999649,1
1109,CVE-2024-23692,2025-03-28,CVE-2024-29943,2025-05-19,4,0.05,0.94336,0.99948,0.0,0.24595,0.95667,0.0,0.042810000000000015,2
1109,CVE-2024-23692,2025-03-28,CVE-2024-21591,2025-05-07,2,0.05,0.94336,0.99948,0.0,0.0694,0.90548,0.0,0.09400000000000008,3
1110,CVE-2024-23733,2025-04-16,CVE-2024-29944,2025-05-19,12,0.9500000000000004,0.00121,0.32349,0.0,0.00102,0.29365,0.0,0.029839999999999978,1
1110,CVE-2024-23733,2025-04-16,CVE-2024-22257,2025-05-30,11,0.7499999999999993,0.00121,0.32349,0.0,0.00192,0.41724,0.0,0.09375,2
1116,CVE-2024-23922,2025-04-08,CVE-2024-6484,2025-05-17,10,0.44999999999999946,0.00149,0.32188,0.0,0.00149,0.32244,0.0,0.0005600000000000049,1
1116,CVE-2024-23922,2025-04-08,CVE-2024-36621,2025-05-09,4,0.3499999999999998,0.00149,0.32188,0.0,0.00097,0.2438,0.0,0.07808000000000001,2
1116,CVE-2024-23922,2025-04-08,CVE-2024-33663,2025-05-11,6,0.3499999999999998,0.00149,0.32188,0.0,0.00093,0.23656,0.0,0.08532000000000001,3
1119,CVE-2024-23942,2025-03-18,CVE-2024-0150,2025-05-17,1,0.05,0.00013,0.0106,0.0,0.0002,0.02977,0.0,0.01917,1
1119,CVE-2024-23942,2025-03-18,CVE-2024-24582,2025-04-23,10,0.45000000000000034,0.00013,0.0106,0.0,0.00024,0.03951,0.0,0.028910000000000005,2
1128,CVE-2024-24409,2025-04-09,CVE-2024-22257,2025-05-30,11,0.6500000000000015,0.00317,0.51835,0.0,0.00237,0.4408,0.0,0.07754999999999995,1
1134,CVE-2024-24582,2025-04-23,CVE-2024-39338,2025-05-27,1,0.0,0.00028,0.06168,0.0,0.00026,0.05352,0.0,0.00816,1
1134,CVE-2024-24582,2025-04-23,CVE-2024-46687,2025-05-26,2,0.2999999999999998,0.00028,0.06168,0.0,0.00043,0.12832,0.0,0.06663999999999999,2
1135,CVE-2024-24691,2025-04-17,CVE-2024-48061,2025-05-19,4,0.20000000000000107,0.00344,0.56107,0.0,0.00432,0.61489,0.0,0.05382000000000009,1
1135,CVE-2024-24691,2025-04-17,CVE-2024-42835,2025-05-19,3,0.20000000000000107,0.00344,0.56107,0.0,0.00475,0.63495,0.0,0.07388000000000006,2
1135,CVE-2024-24691,2025-04-17,CVE-2024-42509,2025-05-23,7,0.25000000000000105,0.00344,0.56107,0.0,0.00246,0.47957,0.0,0.08149999999999996,3
1140,CVE-2024-24919,2025-02-20,CVE-2024-28995,2025-04-17,5,0.05,0.96392,0.99713,0.0,0.96995,0.99854,0.0,0.0014100000000000223,1
1146,CVE-2024-2550,2024-12-27,CVE-2024-39894,2025-05-07,6,0.0,0.00043,0.10932,0.0,0.00044,0.14767,0.0,0.038349999999999995,1
1147,CVE-2024-25641,2025-04-15,CVE-2024-29943,2025-05-19,7,0.7500000000000011,0.77883,0.98919,0.0,0.17035,0.94542,0.0,0.043769999999999976,1
1153,CVE-2024-26170,2025-04-16,CVE-2024-21325,2025-05-19,3,0.0,0.01318,0.78724,0.0,0.00814,0.72981,0.0,0.05743000000000009,1
1164,CVE-2024-27348,2025-04-09,CVE-2024-1709,2025-05-29,11,0.24999999999999928,0.93863,0.99865,0.0,0.94123,0.99902,0.0,0.00036999999999998145,1
1164,CVE-2024-27348,2025-04-09,CVE-2024-27198,2025-05-13,1,0.05,0.93863,0.99865,0.0,0.94582,1.0,0.0,0.0013499999999999623,2
1164,CVE-2024-27348,2025-04-09,CVE-2024-29943,2025-05-19,2,0.05,0.93863,0.99865,0.0,0.23938,0.95582,0.0,0.042830000000000035,3
1171,CVE-2024-27746,2024-03-03,CVE-2024-2054,2025-04-09,8,0.0,0.00045,0.12438,0.0,0.00043,0.07027,3.0,0.054110000000000005,1
1172,CVE-2024-27747,2024-03-03,CVE-2024-2054,2025-04-09,8,0.0,0.00045,0.12438,0.0,0.00043,0.07027,3.0,0.054110000000000005,1
1174,CVE-2024-27876,2025-04-24,CVE-2024-46687,2025-05-26,5,2.55,0.00055,0.17409,0.0,0.00043,0.1284,0.0,0.04569000000000001,1
1176,CVE-2024-28020,2024-10-30,CVE-2024-42845,2024-12-15,6,0.0,0.0005,0.20339,0.0,0.00045,0.16722,0.0,0.03616999999999998,1
1177,CVE-2024-28595,2024-03-20,CVE-2024-2054,2025-04-09,7,0.0,0.00043,0.07283,0.0,0.00043,0.07283,0.0,0.0,1
1178,CVE-2024-28726,2024-11-13,CVE-2024-42845,2024-12-15,1,0.0,0.00043,0.101,0.0,0.00045,0.16905,0.0,0.06805,1
1179,CVE-2024-28777,2025-02-19,CVE-2024-39304,2025-04-09,12,0.05,0.0005,0.21763,1.0,0.0005,0.21771,0.0,7.999999999999674e-05,1
1179,CVE-2024-28777,2025-02-19,CVE-2024-48827,2025-04-06,10,0.05,0.0005,0.21763,1.0,0.00045,0.17984,0.0,0.03778999999999999,2
1179,CVE-2024-28777,2025-02-19,CVE-2024-9054,2025-04-04,9,0.05,0.0005,0.21763,1.0,0.00064,0.30594,0.0,0.08831,3
1183,CVE-2024-28991,2025-04-17,CVE-2024-29943,2025-05-19,7,0.8500000000000008,0.21307,0.95282,0.0,0.17035,0.94559,0.0,0.007229999999999959,1
1184,CVE-2024-28995,2025-04-17,CVE-2024-20656,2025-05-18,8,0.8499999999999999,0.94441,0.99987,0.0,0.62083,0.98207,0.0,0.017800000000000038,1
1184,CVE-2024-28995,2025-04-17,CVE-2024-20698,2025-05-18,9,0.8499999999999999,0.94441,0.99987,0.0,0.17205,0.94599,0.0,0.05388000000000004,2
1188,CVE-2024-29059,2025-02-05,CVE-2024-20440,2025-03-20,1,0.0,0.69858,0.98245,0.0,0.05659,0.93296,0.0,0.049490000000000034,1
1192,CVE-2024-2973,2025-02-18,CVE-2024-41110,2025-05-09,11,0.14999999999999963,0.00043,0.11678,0.0,0.00045,0.1659,0.0,0.04912,1
1195,CVE-2024-29849,2025-03-19,CVE-2024-27198,2025-05-13,12,0.05,0.6332,0.98206,0.0,0.94582,1.0,0.0,0.017939999999999956,1
1195,CVE-2024-29849,2025-03-19,CVE-2024-21591,2025-05-07,11,0.05,0.6332,0.98206,0.0,0.0694,0.90275,0.0,0.07930999999999999,2
1199,CVE-2024-30078,2024-06-25,CVE-2024-5836,2024-10-17,11,0.05,0.00052,0.20388,0.0,0.00054,0.21967,0.0,0.01579,1
1199,CVE-2024-30078,2024-06-25,CVE-2024-21113,2025-05-01,1,0.0,0.00052,0.20388,0.0,0.00046,0.163,0.0,0.04088,2
1203,CVE-2024-30896,2025-04-08,CVE-2024-37014,2025-05-19,11,0.7500000000000011,0.0305,0.85539,0.0,0.01989,0.82082,0.0,0.03456999999999999,1
1203,CVE-2024-30896,2025-04-08,CVE-2024-37051,2025-05-16,6,0.25000000000000105,0.0305,0.85539,0.0,0.05467,0.89269,0.0,0.0373,2
1203,CVE-2024-30896,2025-04-08,CVE-2024-31989,2025-05-09,3,0.14999999999999963,0.0305,0.85539,0.0,0.08724,0.91687,0.0,0.06147999999999998,3
1210,CVE-2024-32113,2024-05-19,CVE-2024-27348,2025-04-09,7,0.0,0.00045,0.14805,0.0,0.00045,0.14805,0.0,0.0,1
1217,CVE-2024-32896,2024-06-24,CVE-2024-21325,2025-05-19,12,0.0,0.00083,0.35603,0.0,0.00113,0.45121,0.0,0.09517999999999999,1
1220,CVE-2024-33559,2024-05-19,CVE-2024-23346,2025-04-15,1,0.0,0.00043,0.08596,0.0,0.00045,0.14805,0.0,0.06208999999999999,1
1225,CVE-2024-33896,2025-04-10,CVE-2024-26173,2025-05-16,9,0.6499999999999997,0.00848,0.72869,0.0,0.00862,0.73096,0.0,0.0022700000000001053,1
1225,CVE-2024-33896,2025-04-10,CVE-2024-43452,2025-05-16,6,0.3499999999999998,0.00848,0.72869,0.0,0.00653,0.68653,0.0,0.042159999999999975,2
1225,CVE-2024-33896,2025-04-10,CVE-2024-26178,2025-05-16,10,0.6499999999999997,0.00848,0.72869,0.0,0.0059,0.66812,0.0,0.0605699999999999,3
1226,CVE-2024-3393,2024-12-27,CVE-2024-39894,2025-05-07,6,0.0,0.00043,0.1094,1.0,0.00044,0.14767,0.0,0.03827,1
1229,CVE-2024-34331,2025-02-24,CVE-2024-29943,2025-05-19,1,0.0,0.00043,0.11721,0.0,0.00046,0.18564,0.0,0.06843,1
1231,CVE-2024-34669,2024-10-30,CVE-2024-8376,2025-04-17,6,0.0,0.00043,0.09909,0.0,0.00044,0.11229,0.0,0.013200000000000003,1
1238,CVE-2024-35057,2025-04-11,CVE-2024-39338,2025-05-27,3,0.05,0.00025,0.04061,0.0,0.00024,0.03776,0.0,0.0028499999999999984,1
1239,CVE-2024-35058,2025-04-11,CVE-2024-39338,2025-05-27,3,0.05,0.00046,0.11125,0.0,0.00024,0.03776,0.0,0.07349,1
1240,CVE-2024-35059,2025-04-11,CVE-2024-39338,2025-05-27,3,0.05,0.0004,0.08846,0.0,0.00024,0.03776,0.0,0.050699999999999995,1
1241,CVE-2024-35060,2025-04-11,CVE-2024-39338,2025-05-27,3,0.05,0.0004,0.08846,0.0,0.00024,0.03776,0.0,0.050699999999999995,1
1242,CVE-2024-35061,2025-04-11,CVE-2024-26178,2025-05-16,10,0.5,0.00614,0.67549,0.0,0.00639,0.68245,0.0,0.006959999999999966,1
1242,CVE-2024-35061,2025-04-11,CVE-2024-26182,2025-05-16,11,0.5,0.00614,0.67549,0.0,0.00639,0.68245,0.0,0.006959999999999966,2
1242,CVE-2024-35061,2025-04-11,CVE-2024-43452,2025-05-16,4,0.20000000000000018,0.00614,0.67549,0.0,0.00727,0.70414,0.0,0.028649999999999953,3
1243,CVE-2024-35133,2025-04-05,CVE-2024-7264,2025-05-27,11,0.3499999999999998,0.0165,0.80408,0.0,0.01325,0.78201,0.0,0.022070000000000034,1
1243,CVE-2024-35133,2025-04-05,CVE-2024-9676,2025-05-09,8,0.3499999999999998,0.0165,0.80408,0.0,0.02605,0.84364,0.0,0.03955999999999993,2
1250,CVE-2024-35539,2025-04-10,CVE-2024-33663,2025-05-11,1,0.05,0.00115,0.2724,0.0,0.00093,0.23714,0.0,0.035259999999999986,1
1250,CVE-2024-35539,2025-04-10,CVE-2024-6484,2025-05-17,5,0.14999999999999963,0.00115,0.2724,0.0,0.00149,0.32314,0.0,0.05074000000000001,2
1257,CVE-2024-36401,2025-04-17,CVE-2024-1709,2025-05-29,11,0.24999999999999928,0.94418,0.99975,0.0,0.94364,0.9995,0.0,0.00024999999999997247,1
1257,CVE-2024-36401,2025-04-17,CVE-2024-29943,2025-05-19,4,0.05,0.94418,0.99975,0.0,0.17035,0.94559,0.0,0.054159999999999986,2
1258,CVE-2024-36424,2025-04-10,CVE-2024-26177,2025-05-16,1,0.05,0.03701,0.86913,0.0,0.01474,0.7929,0.0,0.07622999999999991,1
1267,CVE-2024-37085,2025-04-17,CVE-2024-20656,2025-05-18,10,1.3,0.55217,0.97871,0.0,0.62083,0.98207,0.0,0.0033600000000000296,1
1267,CVE-2024-37085,2025-04-17,CVE-2024-20698,2025-05-18,11,1.3,0.55217,0.97871,0.0,0.17205,0.94599,0.0,0.03271999999999997,2
1274,CVE-2024-37361,2025-02-20,CVE-2024-41110,2025-05-09,2,0.05,0.00043,0.11709,0.0,0.00045,0.16622,0.0,0.04913000000000001,1
1275,CVE-2024-37383,2024-10-15,CVE-2024-42831,2025-04-02,4,0.05,0.00045,0.1644,0.0,0.00045,0.1644,0.0,0.0,1
1275,CVE-2024-37383,2024-10-15,CVE-2024-37732,2025-04-09,6,0.05,0.00045,0.1644,0.0,0.00046,0.17845,0.0,0.014050000000000007,2
1275,CVE-2024-37383,2024-10-15,CVE-2024-43687,2025-04-04,5,0.05,0.00045,0.1644,0.0,0.00043,0.09705,0.0,0.06735,3
1278,CVE-2024-37567,2025-02-28,CVE-2024-30896,2025-04-08,8,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,1
1278,CVE-2024-37567,2025-02-28,CVE-2024-53537,2025-04-14,9,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,2
1278,CVE-2024-37567,2025-02-28,CVE-2024-38475,2025-04-25,11,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,3
1279,CVE-2024-37732,2025-04-09,CVE-2024-6485,2025-05-17,3,0.3500000000000007,0.00391,0.57377,0.0,0.00312,0.51457,0.0,0.05920000000000003,1
1279,CVE-2024-37732,2025-04-09,CVE-2024-6531,2025-05-17,4,0.3500000000000007,0.00391,0.57377,0.0,0.00312,0.51457,0.0,0.05920000000000003,2
1282,CVE-2024-38030,2025-01-14,CVE-2024-38200,2025-04-03,2,0.05,0.00351,0.71722,0.0,0.00276,0.67937,0.0,0.03784999999999994,1
1283,CVE-2024-38058,2025-01-15,CVE-2024-24557,2025-05-09,9,0.15000000000000052,0.00048,0.19691,0.0,0.00053,0.23928,0.0,0.04236999999999999,1
1283,CVE-2024-38058,2025-01-15,CVE-2024-23922,2025-04-08,3,0.05,0.00048,0.19691,0.0,0.00058,0.26794,0.0,0.07103000000000001,2
1283,CVE-2024-38058,2025-01-15,CVE-2024-40893,2025-03-17,1,0.05,0.00048,0.19691,0.0,0.00043,0.11546,0.0,0.08145000000000001,3
1284,CVE-2024-38063,2024-08-14,CVE-2024-6407,2025-04-22,7,0.0,0.00091,0.39582,0.0,0.00087,0.37673,0.0,0.019089999999999996,1
1284,CVE-2024-38063,2024-08-14,CVE-2024-4885,2025-03-04,3,0.0,0.00091,0.39582,0.0,0.00072,0.31814,0.0,0.07768000000000003,2
1285,CVE-2024-38106,2024-09-10,CVE-2024-40892,2025-03-17,6,0.14999999999999963,0.00043,0.10066,0.0,0.00043,0.09537,0.0,0.005290000000000003,1
1285,CVE-2024-38106,2024-09-10,CVE-2024-38227,2024-10-17,10,0.20000000000000018,0.00043,0.10066,0.0,0.00049,0.19586,1.0,0.0952,2
1286,CVE-2024-38112,2025-04-17,CVE-2024-20656,2025-05-18,3,0.3499999999999998,0.91779,0.99653,0.0,0.62083,0.98207,0.0,0.014460000000000028,1
1286,CVE-2024-38112,2025-04-17,CVE-2024-20698,2025-05-18,4,0.3499999999999998,0.91779,0.99653,0.0,0.17205,0.94599,0.0,0.05054000000000003,2
1288,CVE-2024-38193,2025-04-17,CVE-2024-20656,2025-05-18,1,0.05,0.82355,0.99155,0.0,0.62083,0.98207,0.0,0.009480000000000044,1
1288,CVE-2024-38193,2025-04-17,CVE-2024-20698,2025-05-18,2,0.05,0.82355,0.99155,0.0,0.17205,0.94599,0.0,0.045560000000000045,2
1290,CVE-2024-38213,2025-01-21,CVE-2024-38200,2025-04-03,2,0.05,0.00311,0.69878,0.0,0.00276,0.68001,0.0,0.018769999999999953,1
1291,CVE-2024-38227,2024-10-17,CVE-2024-41710,2025-01-29,9,0.05,0.00046,0.1686,0.0,0.00045,0.16432,0.0,0.004280000000000006,1
1291,CVE-2024-38227,2024-10-17,CVE-2024-44871,2025-03-27,11,0.05,0.00046,0.1686,0.0,0.0005,0.2016,0.0,0.033,2
1292,CVE-2024-38291,2025-02-28,CVE-2024-4007,2025-04-03,6,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,1
1292,CVE-2024-38291,2025-02-28,CVE-2024-48827,2025-04-06,8,0.05,0.00043,0.11771,0.0,0.00045,0.18251,0.0,0.06480000000000001,2
1294,CVE-2024-38310,2025-02-12,CVE-2024-22257,2025-05-30,5,0.05,0.00043,0.11499,1.0,0.00043,0.11476,0.0,0.0002299999999999941,1
1296,CVE-2024-38392,2025-04-03,CVE-2024-4990,2025-05-05,2,0.05,0.00053,0.13747,0.0,0.0008,0.20856,0.0,0.07108999999999999,1
1298,CVE-2024-38475,2025-04-25,CVE-2024-1709,2025-05-29,5,0.9500000000000004,0.6298,0.98244,0.0,0.94364,0.99952,0.0,0.017079999999999984,1
1300,CVE-2024-38526,2024-10-09,CVE-2024-44871,2025-03-27,11,0.05,0.00065,0.29462,0.0,0.0005,0.20081,0.0,0.09381,1
1305,CVE-2024-38796,2025-04-23,CVE-2024-46687,2025-05-26,5,2.1499999999999995,0.00043,0.1272,0.0,0.00043,0.12832,0.0,0.0011199999999999821,1
1305,CVE-2024-38796,2025-04-23,CVE-2024-39338,2025-05-27,4,1.8499999999999996,0.00043,0.1272,0.0,0.00026,0.05352,0.0,0.07368000000000001,2
1306,CVE-2024-38812,2025-03-04,CVE-2024-2054,2025-04-09,8,0.05,0.00416,0.74261,0.0,0.00453,0.75379,0.0,0.011179999999999968,1
1307,CVE-2024-38813,2025-03-04,CVE-2024-38112,2025-04-17,12,0.05,0.00416,0.74261,0.0,0.00498,0.76485,0.0,0.022240000000000038,1
1308,CVE-2024-38814,2025-04-17,CVE-2024-21325,2025-05-19,10,1.050000000000001,0.01178,0.77559,0.0,0.00814,0.73008,0.0,0.04551000000000005,1
1309,CVE-2024-38944,2025-04-09,CVE-2024-37014,2025-05-19,3,0.05,0.01672,0.80532,0.0,0.01989,0.82095,0.0,0.01562999999999992,1
1310,CVE-2024-39143,2025-04-09,CVE-2024-6383,2025-05-17,10,0.15000000000000052,0.00126,0.28794,0.0,0.00163,0.33985,0.0,0.05191000000000001,1
1310,CVE-2024-39143,2025-04-09,CVE-2024-26626,2025-05-20,7,0.14999999999999963,0.00126,0.28794,0.0,0.00091,0.23259,0.0,0.05534999999999998,2
1310,CVE-2024-39143,2025-04-09,CVE-2024-26627,2025-05-20,8,0.14999999999999963,0.00126,0.28794,0.0,0.0009,0.23147,0.0,0.056469999999999965,3
1311,CVE-2024-39272,2025-02-06,CVE-2024-47460,2025-05-23,7,0.05,0.00043,0.11478,1.0,0.00043,0.11479,0.0,1.0000000000010001e-05,1
1311,CVE-2024-39272,2025-02-06,CVE-2024-31989,2025-05-09,6,0.05,0.00043,0.11478,1.0,0.00042,0.05099,0.0,0.06378999999999999,2
1312,CVE-2024-39304,2025-04-09,CVE-2024-1708,2025-05-13,8,0.45000000000000034,0.20878,0.95148,0.0,0.76932,0.98905,0.0,0.03756999999999999,1
1313,CVE-2024-39327,2025-02-18,CVE-2024-41110,2025-05-09,2,0.05,0.00043,0.11699,1.0,0.00045,0.1659,0.0,0.048909999999999995,1
1315,CVE-2024-3935,2025-04-17,CVE-2024-47461,2025-05-23,5,1.0000000000000002,0.00203,0.42963,0.0,0.00251,0.4846,0.0,0.05496999999999996,1
1315,CVE-2024-3935,2025-04-17,CVE-2024-29073,2025-05-18,9,1.2500000000000002,0.00203,0.42963,0.0,0.00133,0.34348,0.0,0.08615,2
1316,CVE-2024-39368,2024-11-13,CVE-2024-42845,2024-12-15,1,0.0,0.00043,0.10146,1.0,0.00045,0.16905,0.0,0.06759000000000001,1
1331,CVE-2024-39780,2025-04-02,CVE-2024-29944,2025-05-19,3,0.05,0.00063,0.16806,0.0,0.00066,0.1766,0.0,0.00854000000000002,1
1331,CVE-2024-39780,2025-04-02,CVE-2024-43201,2025-05-04,12,0.45000000000000034,0.00063,0.16806,0.0,0.00056,0.14649,0.0,0.021569999999999978,2
1331,CVE-2024-39780,2025-04-02,CVE-2024-39936,2025-05-17,5,0.24999999999999928,0.00063,0.16806,0.0,0.00081,0.21022,0.0,0.04216,3
1354,CVE-2024-4007,2025-04-03,CVE-2024-39936,2025-05-17,10,0.25000000000000105,0.00087,0.22407,0.0,0.00081,0.21041,0.0,0.013659999999999978,1
1354,CVE-2024-4007,2025-04-03,CVE-2024-39690,2025-05-09,11,0.45000000000000034,0.00087,0.22407,0.0,0.00126,0.28808,0.0,0.06401000000000001,2
1354,CVE-2024-4007,2025-04-03,CVE-2024-43201,2025-05-04,1,0.05,0.00087,0.22407,0.0,0.00056,0.14656,0.0,0.07751,3
1355,CVE-2024-4040,2025-03-25,CVE-2024-27198,2025-05-13,4,0.05,0.94274,0.99928,0.0,0.94582,1.0,0.0,0.0007200000000000539,1
1355,CVE-2024-4040,2025-03-25,CVE-2024-29943,2025-05-19,1,0.0,0.94274,0.99928,0.0,0.24595,0.9563,0.0,0.04297999999999991,2
1355,CVE-2024-4040,2025-03-25,CVE-2024-21591,2025-05-07,3,0.05,0.94274,0.99928,0.0,0.0694,0.90489,0.0,0.09438999999999997,3
1357,CVE-2024-40446,2025-04-23,CVE-2024-39338,2025-05-27,9,2.6000000000000005,0.00019,0.03464,0.0,0.00026,0.05352,0.0,0.01888,1
1357,CVE-2024-40446,2025-04-23,CVE-2024-46687,2025-05-26,8,2.3000000000000007,0.00019,0.03464,0.0,0.00043,0.12832,0.0,0.09367999999999999,2
1358,CVE-2024-4058,2025-04-17,CVE-2024-21325,2025-05-19,10,1.050000000000001,0.01512,0.80158,0.0,0.00814,0.73008,0.0,0.07150000000000001,1
1370,CVE-2024-40711,2025-04-17,CVE-2024-29943,2025-05-19,4,0.05,0.41018,0.97159,0.0,0.17035,0.94559,0.0,0.025999999999999912,1
1370,CVE-2024-40711,2025-04-17,CVE-2024-1709,2025-05-29,11,0.24999999999999928,0.41018,0.97159,0.0,0.94364,0.9995,0.0,0.0279100000000001,2
1374,CVE-2024-40766,2025-04-17,CVE-2024-29943,2025-05-19,4,0.05,0.18328,0.94812,0.0,0.17035,0.94559,0.0,0.002529999999999921,1
1374,CVE-2024-40766,2025-04-17,CVE-2024-1709,2025-05-29,11,0.24999999999999928,0.18328,0.94812,0.0,0.94364,0.9995,0.0,0.05138000000000009,2
1375,CVE-2024-40771,2025-01-16,CVE-2024-53197,2025-02-28,2,0.05,0.00044,0.1508,0.0,0.00044,0.1508,0.0,0.0,1
1375,CVE-2024-40771,2025-01-16,CVE-2024-38193,2025-04-17,7,0.05,0.00044,0.1508,0.0,0.00043,0.11391,0.0,0.03688999999999999,2
1375,CVE-2024-40771,2025-01-16,CVE-2024-43085,2025-04-28,12,0.05,0.00044,0.1508,0.0,0.00043,0.11287,0.0,0.03792999999999999,3
1376,CVE-2024-40864,2025-04-01,CVE-2024-7598,2025-05-09,2,0.4499999999999999,0.00043,0.09825,0.0,0.00022,0.03445,0.0,0.0638,1
1376,CVE-2024-40864,2025-04-01,CVE-2024-10445,2025-05-02,8,1.8999999999999997,0.00043,0.09825,0.0,0.00021,0.03267,0.0,0.06558,2
1376,CVE-2024-40864,2025-04-01,CVE-2024-6381,2025-05-17,6,1.5999999999999999,0.00043,0.09825,0.0,0.00063,0.16565,0.0,0.06739999999999999,3
1380,CVE-2024-40893,2025-03-17,CVE-2024-37085,2025-04-17,1,0.05,0.26252,0.95863,0.0,0.76063,0.98861,0.0,0.029980000000000007,1
1387,CVE-2024-41334,2025-02-28,CVE-2024-4007,2025-04-03,6,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,1
1387,CVE-2024-41334,2025-02-28,CVE-2024-48827,2025-04-06,8,0.05,0.00043,0.11771,0.0,0.00045,0.18251,0.0,0.06480000000000001,2
1388,CVE-2024-41339,2025-02-28,CVE-2024-4007,2025-04-03,6,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,1
1388,CVE-2024-41339,2025-02-28,CVE-2024-48827,2025-04-06,8,0.05,0.00043,0.11771,0.0,0.00045,0.18251,0.0,0.06480000000000001,2
1389,CVE-2024-41340,2025-02-28,CVE-2024-46278,2025-04-16,7,0.05,0.00043,0.11771,0.0,0.00043,0.11771,0.0,0.0,1
1389,CVE-2024-41340,2025-02-28,CVE-2024-29944,2025-05-19,10,0.05,0.00043,0.11771,0.0,0.00045,0.18834,0.0,0.07063000000000001,2
1390,CVE-2024-41710,2025-01-29,CVE-2024-35061,2025-04-11,8,0.14999999999999963,0.00045,0.17795,0.0,0.00045,0.17795,0.0,0.0,1
1390,CVE-2024-41710,2025-01-29,CVE-2024-12987,2025-05-17,12,0.14999999999999963,0.00045,0.17795,0.0,0.00046,0.1871,0.0,0.009149999999999991,2
1390,CVE-2024-41710,2025-01-29,CVE-2024-44871,2025-03-27,1,0.05,0.00045,0.17795,0.0,0.0005,0.21539,0.0,0.03744,3
1396,CVE-2024-41788,2025-04-08,CVE-2024-47460,2025-05-23,4,0.14999999999999963,0.00205,0.39852,0.0,0.00205,0.39816,0.0,0.00035999999999997145,1
1397,CVE-2024-41789,2025-04-08,CVE-2024-47460,2025-05-23,4,0.14999999999999963,0.00205,0.39852,0.0,0.00205,0.39816,0.0,0.00035999999999997145,1
1398,CVE-2024-41790,2025-04-08,CVE-2024-47460,2025-05-23,4,0.14999999999999963,0.00205,0.39852,0.0,0.00205,0.39816,0.0,0.00035999999999997145,1
1399,CVE-2024-41792,2025-04-08,CVE-2024-39936,2025-05-17,2,0.05,0.00078,0.20534,0.0,0.00081,0.21005,0.0,0.004709999999999992,1
1399,CVE-2024-41792,2025-04-08,CVE-2024-29944,2025-05-19,6,0.24999999999999928,0.00078,0.20534,0.0,0.00066,0.17674,0.0,0.028599999999999987,2
1399,CVE-2024-41792,2025-04-08,CVE-2024-39690,2025-05-09,4,0.24999999999999928,0.00078,0.20534,0.0,0.00126,0.28771,0.0,0.08237000000000003,3
1400,CVE-2024-41793,2025-04-08,CVE-2024-29944,2025-05-19,6,0.24999999999999928,0.00037,0.08,0.0,0.00066,0.17674,0.0,0.09674,1
1402,CVE-2024-41947,2025-04-15,CVE-2024-5274,2025-05-16,5,0.6499999999999997,0.00789,0.72523,0.0,0.01117,0.76953,0.0,0.044300000000000006,1
1402,CVE-2024-41947,2025-04-15,CVE-2024-37051,2025-05-16,4,0.3500000000000007,0.00789,0.72523,0.0,0.01769,0.81547,0.0,0.09023999999999999,2
1402,CVE-2024-41947,2025-04-15,CVE-2024-42835,2025-05-19,9,0.8500000000000008,0.00789,0.72523,0.0,0.00475,0.63419,0.0,0.09104000000000001,3
1407,CVE-2024-41975,2025-03-18,CVE-2024-54096,2025-04-28,3,0.05,0.00029,0.05162,0.0,7e-05,0.00321,0.0,0.04841,1
1407,CVE-2024-41975,2025-03-18,CVE-2024-44236,2025-05-09,12,0.25000000000000017,0.00029,0.05162,0.0,0.00043,0.10415,0.0,0.05253000000000001,2
1408,CVE-2024-42012,2025-01-22,CVE-2024-8929,2025-04-10,2,0.14999999999999963,0.00043,0.11403,1.0,0.00043,0.11371,0.0,0.00032000000000000084,1
