stage,date_value,requested,fetched,cached_before,no_data
treated_events,2021-11-23,1,0,11,0
treated_events,2021-11-24,1,0,11,0
treated_events,2021-11-26,1,0,11,0
treated_events,2021-11-30,1,0,4,0
treated_events,2021-12-14,1,0,6,1
treated_events,2021-12-15,1,0,7,0
treated_events,2021-12-17,1,0,7,0
treated_events,2021-12-18,1,0,11,1
treated_events,2021-12-19,1,0,12,1
treated_events,2021-12-20,1,0,5,0
treated_events,2021-12-21,3,0,20,0
treated_events,2021-12-23,2,0,9,0
treated_events,2021-12-25,1,0,4,0
treated_events,2021-12-27,1,0,4,0
treated_events,2022-01-10,2,0,20,2
treated_events,2022-01-11,2,0,20,2
treated_events,2022-01-13,3,0,24,2
treated_events,2022-01-17,3,0,6,0
treated_events,2022-01-19,1,0,4,0
treated_events,2022-02-09,2,0,2,0
treated_events,2022-11-01,2,0,6,2
treated_events,2022-11-02,2,0,8,0
treated_events,2022-11-04,2,0,8,0
treated_events,2022-11-08,2,0,5,0
treated_events,2022-12-01,2,0,5,0
treated_events,2023-01-16,6,0,36,0
treated_events,2023-01-17,6,0,36,0
treated_events,2023-01-19,6,0,36,0
treated_events,2023-01-23,6,0,19,0
treated_events,2023-02-15,6,0,19,0
treated_events,2023-03-03,1,0,13,0
treated_events,2023-03-04,1,0,13,0
treated_events,2023-03-06,1,0,13,0
treated_events,2023-03-10,1,0,4,0
treated_events,2023-03-15,1,0,1,0
treated_events,2023-03-16,1,0,1,0
treated_events,2023-03-18,1,0,1,0
treated_events,2023-03-22,1,0,1,0
treated_events,2023-04-02,1,0,4,0
treated_events,2023-04-14,1,0,1,0
treated_events,2023-05-02,4,0,7,4
treated_events,2023-05-03,4,0,12,4
treated_events,2023-05-05,13,0,51,6
treated_events,2023-05-06,9,0,45,3
treated_events,2023-05-08,9,0,44,3
treated_events,2023-05-09,4,0,10,3
treated_events,2023-05-10,5,0,27,0
treated_events,2023-05-11,5,0,27,0
treated_events,2023-05-12,9,0,18,2
treated_events,2023-05-13,6,0,38,0
treated_events,2023-05-14,3,0,18,0
treated_events,2023-05-15,2,0,6,0
treated_events,2023-05-16,1,0,0,1
treated_events,2023-05-17,8,0,25,1
treated_events,2023-05-18,1,0,3,0
treated_events,2023-05-20,2,0,7,0
treated_events,2023-05-21,2,0,6,0
treated_events,2023-05-23,15,0,39,4
treated_events,2023-05-24,17,0,50,5
treated_events,2023-05-25,4,0,16,1
treated_events,2023-05-26,19,0,51,3
treated_events,2023-05-27,2,0,6,1
treated_events,2023-05-28,3,0,17,0
treated_events,2023-05-29,1,0,2,0
treated_events,2023-05-30,15,0,40,0
treated_events,2023-05-31,8,0,23,4
treated_events,2023-06-01,14,0,11,12
treated_events,2023-06-02,1,0,3,0
treated_events,2023-06-03,7,0,24,3
treated_events,2023-06-04,12,0,20,3
treated_events,2023-06-05,3,0,4,3
treated_events,2023-06-06,1,0,19,0
treated_events,2023-06-07,11,0,18,6
treated_events,2023-06-09,8,0,31,0
treated_events,2023-06-10,2,0,11,0
treated_events,2023-06-11,3,0,1,3
treated_events,2023-06-12,3,0,22,0
treated_events,2023-06-13,5,0,13,0
treated_events,2023-06-14,3,0,14,0
treated_events,2023-06-15,1,0,5,0
treated_events,2023-06-16,5,0,14,0
treated_events,2023-06-17,1,0,2,0
treated_events,2023-06-19,3,0,29,1
treated_events,2023-06-20,9,0,13,8
treated_events,2023-06-21,5,0,0,5
treated_events,2023-06-22,19,0,18,18
treated_events,2023-06-23,8,0,39,1
treated_events,2023-06-24,5,0,23,1
treated_events,2023-06-25,2,0,18,0
treated_events,2023-06-26,9,0,34,2
treated_events,2023-06-27,8,0,1,8
treated_events,2023-06-29,5,0,16,0
treated_events,2023-06-30,9,0,24,0
treated_events,2023-07-03,11,0,36,0
treated_events,2023-07-04,10,0,33,0
treated_events,2023-07-06,10,0,38,0
treated_events,2023-07-07,4,0,21,0
treated_events,2023-07-08,2,0,14,0
treated_events,2023-07-09,4,0,13,0
treated_events,2023-07-10,9,0,31,0
treated_events,2023-07-11,2,0,12,1
treated_events,2023-07-12,3,0,18,0
treated_events,2023-07-13,5,0,17,0
treated_events,2023-07-14,5,0,23,0
treated_events,2023-07-15,4,0,26,0
treated_events,2023-07-16,3,0,22,0
treated_events,2023-07-18,5,0,33,0
treated_events,2023-07-19,7,0,32,0
treated_events,2023-07-20,11,0,37,2
treated_events,2023-07-21,4,0,20,2
treated_events,2023-07-22,7,0,31,0
treated_events,2023-07-23,6,0,18,2
treated_events,2023-07-26,7,0,21,0
treated_events,2023-07-27,4,0,12,2
treated_events,2023-07-28,6,0,25,1
treated_events,2023-07-29,6,0,25,1
treated_events,2023-07-31,9,0,24,2
treated_events,2023-08-01,3,0,9,1
treated_events,2023-08-02,7,0,18,4
treated_events,2023-08-03,3,0,6,3
treated_events,2023-08-04,19,0,11,17
treated_events,2023-08-05,15,0,28,2
treated_events,2023-08-06,2,0,7,0
treated_events,2023-08-07,16,0,0,16
treated_events,2023-08-08,5,0,0,5
treated_events,2023-08-09,5,0,16,0
treated_events,2023-08-10,4,0,20,2
treated_events,2023-08-11,21,0,53,1
treated_events,2023-08-13,2,0,15,0
treated_events,2023-08-14,3,0,14,0
treated_events,2023-08-15,5,0,1,5
treated_events,2023-08-17,2,0,6,0
treated_events,2023-08-18,3,0,23,0
treated_events,2023-08-19,4,0,8,0
treated_events,2023-08-21,5,0,16,5
treated_events,2023-08-22,5,0,16,5
treated_events,2023-08-24,5,0,14,5
treated_events,2023-08-27,6,0,15,0
treated_events,2023-08-28,5,0,7,5
treated_events,2023-08-30,3,0,3,0
treated_events,2023-09-03,13,0,26,0
treated_events,2023-09-04,7,0,44,0
treated_events,2023-09-05,7,0,44,0
treated_events,2023-09-07,12,0,56,0
treated_events,2023-09-08,4,0,25,0
treated_events,2023-09-09,6,0,36,0
treated_events,2023-09-11,11,0,42,0
treated_events,2023-09-15,4,0,3,4
treated_events,2023-09-20,5,0,5,0
treated_events,2023-10-04,7,0,17,4
treated_events,2023-10-08,4,0,1,4
treated_events,2023-10-09,8,0,52,0
treated_events,2023-10-10,8,0,52,0
treated_events,2023-10-12,8,0,53,0
treated_events,2023-10-16,8,0,27,0
treated_events,2023-11-08,8,0,27,0
treated_events,2023-11-27,1,0,7,0
treated_events,2023-11-28,1,0,7,0
treated_events,2023-11-30,1,0,7,0
treated_events,2023-12-04,1,0,4,0
treated_events,2023-12-27,1,0,4,0
treated_events,2024-02-19,1,0,13,0
treated_events,2024-02-20,1,0,9,0
treated_events,2024-02-22,1,0,9,0
treated_events,2024-02-26,5,0,5,3
treated_events,2024-02-27,4,0,2,3
treated_events,2024-02-29,4,0,10,3
treated_events,2024-03-03,4,0,16,0
treated_events,2024-03-04,8,0,8,3
treated_events,2024-03-06,4,0,9,0
treated_events,2024-03-10,9,0,18,1
treated_events,2024-03-11,5,0,16,1
treated_events,2024-03-13,5,0,26,1
treated_events,2024-03-14,8,0,29,0
treated_events,2024-03-15,8,0,29,0
treated_events,2024-03-17,13,0,44,1
treated_events,2024-03-18,1,0,8,0
treated_events,2024-03-19,1,0,19,0
treated_events,2024-03-20,5,0,29,0
treated_events,2024-03-21,13,0,50,0
treated_events,2024-03-23,4,0,25,0
treated_events,2024-03-25,1,0,4,0
treated_events,2024-03-27,8,0,15,0
treated_events,2024-03-29,1,0,2,1
treated_events,2024-03-30,1,0,1,0
treated_events,2024-04-01,1,0,14,0
treated_events,2024-04-02,13,0,40,1
treated_events,2024-04-03,9,0,40,0
treated_events,2024-04-05,10,0,39,0
treated_events,2024-04-09,14,0,26,0
treated_events,2024-04-12,4,0,10,1
treated_events,2024-04-13,12,0,23,1
treated_events,2024-04-15,8,0,27,1
treated_events,2024-04-16,4,0,27,0
treated_events,2024-04-17,1,0,4,0
treated_events,2024-04-18,4,0,18,0
treated_events,2024-04-19,8,0,18,1
treated_events,2024-04-21,1,0,0,1
treated_events,2024-04-22,5,0,10,1
treated_events,2024-04-24,1,0,0,1
treated_events,2024-04-28,2,0,1,1
treated_events,2024-05-02,9,0,19,0
treated_events,2024-05-12,4,0,11,0
treated_events,2024-05-13,1,0,11,0
treated_events,2024-05-14,1,0,11,0
treated_events,2024-05-15,4,0,10,0
treated_events,2024-05-16,1,0,11,0
treated_events,2024-05-19,3,0,13,0
treated_events,2024-05-20,4,0,17,0
treated_events,2024-05-21,1,0,1,0
treated_events,2024-05-22,3,0,13,0
treated_events,2024-05-26,3,0,9,0
treated_events,2024-06-03,1,0,10,1
treated_events,2024-06-04,1,0,10,1
treated_events,2024-06-06,1,0,10,1
treated_events,2024-06-10,1,0,0,1
treated_events,2024-06-12,1,0,5,0
treated_events,2024-06-18,3,0,10,0
treated_events,2024-06-24,1,0,7,0
treated_events,2024-06-25,2,0,11,0
treated_events,2024-06-26,2,0,7,0
treated_events,2024-06-27,2,0,9,0
treated_events,2024-06-28,1,0,4,0
treated_events,2024-06-29,1,0,3,0
treated_events,2024-07-01,2,0,4,1
treated_events,2024-07-02,2,0,5,0
treated_events,2024-07-03,2,0,4,0
treated_events,2024-07-04,1,0,1,0
treated_events,2024-07-08,1,0,2,0
treated_events,2024-07-24,1,0,4,0
treated_events,2024-07-25,1,0,4,0
treated_events,2024-07-26,1,0,3,0
treated_events,2024-07-31,1,0,1,0
treated_events,2024-08-04,1,0,2,0
treated_events,2024-08-05,1,0,3,0
treated_events,2024-08-07,1,0,2,0
treated_events,2024-08-11,1,0,3,0
treated_events,2024-08-14,1,0,5,0
treated_events,2024-08-15,1,0,5,0
treated_events,2024-08-17,1,0,5,0
treated_events,2024-08-21,1,0,5,0
treated_events,2024-09-03,1,0,8,0
treated_events,2024-09-04,2,0,5,0
treated_events,2024-09-05,2,0,5,0
treated_events,2024-09-07,4,0,13,1
treated_events,2024-09-08,2,0,10,1
treated_events,2024-09-09,2,0,19,0
treated_events,2024-09-10,6,0,41,1
treated_events,2024-09-11,5,0,21,0
treated_events,2024-09-12,3,0,17,0
treated_events,2024-09-13,3,0,20,0
treated_events,2024-09-14,3,0,5,0
treated_events,2024-09-16,5,0,16,0
treated_events,2024-09-17,8,0,17,0
treated_events,2024-09-18,4,0,6,0
treated_events,2024-09-19,3,0,4,0
treated_events,2024-09-20,4,0,8,1
treated_events,2024-09-21,1,0,7,0
treated_events,2024-09-23,4,0,12,0
treated_events,2024-09-24,4,0,6,0
treated_events,2024-09-25,1,0,3,0
treated_events,2024-09-26,3,0,7,3
treated_events,2024-09-27,6,0,23,0
treated_events,2024-09-28,1,0,7,0
treated_events,2024-09-29,3,0,12,0
treated_events,2024-09-30,1,0,11,0
treated_events,2024-10-01,2,0,9,1
treated_events,2024-10-02,1,0,6,1
treated_events,2024-10-03,3,0,11,0
treated_events,2024-10-04,4,0,16,0
treated_events,2024-10-06,1,0,3,0
treated_events,2024-10-07,3,0,5,0
treated_events,2024-10-08,1,0,8,0
treated_events,2024-10-09,5,0,18,0
treated_events,2024-10-10,6,0,25,0
treated_events,2024-10-11,6,0,9,1
treated_events,2024-10-12,5,0,15,0
treated_events,2024-10-13,5,0,7,0
treated_events,2024-10-14,5,0,8,0
treated_events,2024-10-15,1,0,6,0
treated_events,2024-10-16,9,0,24,0
treated_events,2024-10-17,10,0,18,0
treated_events,2024-10-18,8,0,20,0
treated_events,2024-10-19,1,0,6,0
treated_events,2024-10-20,9,0,26,0
treated_events,2024-10-21,2,0,8,0
treated_events,2024-10-22,1,0,4,0
treated_events,2024-10-23,3,0,16,0
treated_events,2024-10-24,6,0,15,0
treated_events,2024-10-25,1,0,6,0
treated_events,2024-10-26,3,0,7,0
treated_events,2024-10-27,4,0,14,0
treated_events,2024-10-30,7,0,18,1
treated_events,2024-10-31,9,0,30,0
treated_events,2024-11-01,1,0,4,0
treated_events,2024-11-02,9,0,23,0
treated_events,2024-11-03,1,0,6,0
treated_events,2024-11-04,2,0,6,0
treated_events,2024-11-05,4,0,6,1
treated_events,2024-11-06,8,0,17,1
treated_events,2024-11-07,2,0,5,0
treated_events,2024-11-08,5,0,11,1
treated_events,2024-11-09,7,0,9,4
treated_events,2024-11-10,11,0,16,2
treated_events,2024-11-11,24,0,8,18
treated_events,2024-11-12,81,0,42,50
treated_events,2024-11-13,86,0,97,14
treated_events,2024-11-14,93,0,74,34
treated_events,2024-11-15,123,0,169,21
treated_events,2024-11-16,86,0,140,18
treated_events,2024-11-17,70,0,77,1
treated_events,2024-11-18,79,0,128,30
treated_events,2024-11-19,126,0,160,9
treated_events,2024-11-20,75,0,90,23
treated_events,2024-11-21,101,0,146,0
treated_events,2024-11-22,42,0,68,0
treated_events,2024-11-23,52,0,82,0
treated_events,2024-11-24,2,0,6,0
treated_events,2024-11-25,32,0,62,0
treated_events,2024-11-26,17,0,78,0
treated_events,2024-11-27,32,0,71,1
treated_events,2024-11-28,5,0,51,0
treated_events,2024-11-29,7,0,51,0
treated_events,2024-11-30,29,0,59,0
treated_events,2024-12-01,29,0,0,29
treated_events,2024-12-02,27,0,59,15
treated_events,2024-12-03,69,0,107,8
treated_events,2024-12-04,42,0,107,5
treated_events,2024-12-05,60,0,88,23
treated_events,2024-12-06,78,0,76,54
treated_events,2024-12-07,70,0,93,1
treated_events,2024-12-08,30,0,71,1
treated_events,2024-12-09,72,0,84,14
treated_events,2024-12-10,65,0,87,14
treated_events,2024-12-11,73,0,126,4
treated_events,2024-12-12,162,0,200,14
treated_events,2024-12-13,166,0,197,27
treated_events,2024-12-14,87,0,165,1
treated_events,2024-12-15,85,0,137,1
treated_events,2024-12-16,106,0,130,39
treated_events,2024-12-17,83,0,129,8
treated_events,2024-12-18,98,0,107,27
treated_events,2024-12-19,160,0,231,15
treated_events,2024-12-20,97,0,232,7
treated_events,2024-12-21,56,0,115,2
treated_events,2024-12-22,20,0,71,0
treated_events,2024-12-23,57,0,128,3
treated_events,2024-12-24,34,0,97,6
treated_events,2024-12-25,53,0,91,2
treated_events,2024-12-26,24,0,102,4
treated_events,2024-12-27,39,0,119,3
treated_events,2024-12-28,16,0,45,0
treated_events,2024-12-29,9,0,23,0
treated_events,2024-12-30,38,0,109,6
treated_events,2024-12-31,55,0,72,25
treated_events,2025-01-01,53,0,109,0
treated_events,2025-01-02,36,0,77,3
treated_events,2025-01-03,57,0,91,7
treated_events,2025-01-04,43,0,75,3
treated_events,2025-01-05,39,0,72,0
treated_events,2025-01-06,34,0,80,9
treated_events,2025-01-07,97,0,191,33
treated_events,2025-01-08,100,0,237,29
treated_events,2025-01-09,123,0,228,33
treated_events,2025-01-10,136,0,229,13
treated_events,2025-01-11,131,0,257,2
treated_events,2025-01-12,66,0,129,0
treated_events,2025-01-13,68,0,156,7
treated_events,2025-01-14,152,0,232,77
treated_events,2025-01-15,196,0,315,28
treated_events,2025-01-16,139,0,304,12
treated_events,2025-01-17,196,0,283,4
treated_events,2025-01-18,63,0,170,3
treated_events,2025-01-19,59,0,113,3
treated_events,2025-01-20,38,0,93,2
treated_events,2025-01-21,126,0,194,28
treated_events,2025-01-22,114,0,238,30
treated_events,2025-01-23,115,0,257,8
treated_events,2025-01-24,94,0,206,27
treated_events,2025-01-25,79,0,154,2
treated_events,2025-01-26,34,0,132,3
treated_events,2025-01-27,55,0,112,14
treated_events,2025-01-28,98,0,276,16
treated_events,2025-01-29,117,0,268,10
treated_events,2025-01-30,108,0,228,17
treated_events,2025-01-31,103,0,184,1
treated_events,2025-02-01,51,0,133,3
treated_events,2025-02-02,35,0,56,0
treated_events,2025-02-03,56,0,97,10
treated_events,2025-02-04,92,0,170,15
treated_events,2025-02-05,88,0,184,13
treated_events,2025-02-06,133,0,270,12
treated_events,2025-02-07,120,0,242,11
treated_events,2025-02-08,84,0,151,1
treated_events,2025-02-09,57,0,132,0
treated_events,2025-02-10,64,0,124,14
treated_events,2025-02-11,108,0,182,56
treated_events,2025-02-12,146,0,259,36
treated_events,2025-02-13,193,0,295,16
treated_events,2025-02-14,153,0,274,12
treated_events,2025-02-15,106,0,180,3
treated_events,2025-02-16,37,0,63,1
treated_events,2025-02-17,47,0,126,0
treated_events,2025-02-18,96,0,170,17
treated_events,2025-02-19,97,0,200,9
treated_events,2025-02-20,106,0,252,6
treated_events,2025-02-21,123,0,247,7
treated_events,2025-02-22,75,0,173,3
treated_events,2025-02-23,55,0,134,0
treated_events,2025-02-24,51,0,103,17
treated_events,2025-02-25,70,0,162,36
treated_events,2025-02-26,66,0,142,25
treated_events,2025-02-27,99,0,200,6
treated_events,2025-02-28,102,0,193,7
treated_events,2025-03-01,74,0,121,8
treated_events,2025-03-02,32,0,55,2
treated_events,2025-03-03,80,0,160,19
treated_events,2025-03-04,87,0,220,18
treated_events,2025-03-05,104,0,196,30
treated_events,2025-03-06,98,0,198,2
treated_events,2025-03-07,112,0,242,11
treated_events,2025-03-08,96,0,171,6
treated_events,2025-03-09,35,0,81,0
treated_events,2025-03-10,57,0,140,13
treated_events,2025-03-11,106,0,213,34
treated_events,2025-03-12,123,0,270,10
treated_events,2025-03-13,107,0,211,3
treated_events,2025-03-14,133,0,250,14
treated_events,2025-03-15,75,0,151,10
treated_events,2025-03-16,36,0,78,1
treated_events,2025-03-17,63,0,175,18
treated_events,2025-03-18,113,0,332,6
treated_events,2025-03-19,67,0,227,5
treated_events,2025-03-20,108,0,237,5
treated_events,2025-03-21,111,0,293,6
treated_events,2025-03-22,75,0,182,4
treated_events,2025-03-23,67,0,165,2
treated_events,2025-03-24,59,0,150,9
treated_events,2025-03-25,79,0,249,6
treated_events,2025-03-26,100,0,216,16
treated_events,2025-03-27,131,0,258,9
treated_events,2025-03-28,103,0,283,5
treated_events,2025-03-29,75,0,173,0
treated_events,2025-03-30,70,0,173,0
treated_events,2025-03-31,74,0,190,9
treated_events,2025-04-01,118,0,199,23
treated_events,2025-04-02,130,0,295,4
treated_events,2025-04-03,128,0,336,8
treated_events,2025-04-04,178,0,351,14
treated_events,2025-04-05,65,0,185,0
treated_events,2025-04-06,53,0,170,1
treated_events,2025-04-07,87,0,233,2
treated_events,2025-04-08,162,0,312,34
treated_events,2025-04-09,139,0,368,13
treated_events,2025-04-10,178,0,496,5
treated_events,2025-04-11,241,0,455,3
treated_events,2025-04-12,154,0,341,0
treated_events,2025-04-13,71,0,232,1
treated_events,2025-04-14,165,0,372,2
treated_events,2025-04-15,134,0,378,15
treated_events,2025-04-16,171,0,404,30
treated_events,2025-04-17,268,0,465,28
treated_events,2025-04-18,264,0,467,2
treated_events,2025-04-19,147,0,263,5
treated_events,2025-04-20,137,0,220,1
treated_events,2025-04-21,83,0,209,7
treated_events,2025-04-22,97,0,238,6
treated_events,2025-04-23,165,0,288,15
treated_events,2025-04-24,218,0,327,13
treated_events,2025-04-25,145,0,327,8
treated_events,2025-04-26,137,0,189,8
treated_events,2025-04-27,81,0,123,2
treated_events,2025-04-28,75,0,146,3
treated_events,2025-04-29,97,0,173,9
treated_events,2025-04-30,129,0,213,27
treated_events,2025-05-01,153,0,294,0
treated_events,2025-05-02,110,0,248,1
treated_events,2025-05-03,89,0,179,1
treated_events,2025-05-04,63,0,106,1
treated_events,2025-05-05,50,0,106,4
treated_events,2025-05-06,62,0,151,0
treated_events,2025-05-07,81,0,142,2
treated_events,2025-05-08,122,0,223,2
treated_events,2025-05-09,123,0,257,4
treated_events,2025-05-10,119,0,222,1
treated_events,2025-05-11,127,0,215,3
treated_events,2025-05-12,81,0,144,9
treated_events,2025-05-13,81,0,128,20
treated_events,2025-05-14,119,0,207,1
treated_events,2025-05-15,86,0,190,7
treated_events,2025-05-16,235,0,343,1
treated_events,2025-05-17,239,0,304,0
treated_events,2025-05-18,110,0,158,0
treated_events,2025-05-19,128,0,161,6
treated_events,2025-05-20,152,0,172,4
treated_events,2025-05-21,77,0,125,1
treated_events,2025-05-22,93,0,144,2
treated_events,2025-05-23,160,0,224,0
treated_events,2025-05-24,138,0,170,0
treated_events,2025-05-25,83,0,113,0
treated_events,2025-05-26,79,0,106,0
treated_events,2025-05-27,68,0,132,0
treated_events,2025-05-28,70,0,103,0
treated_events,2025-05-29,91,0,115,0
treated_events,2025-05-30,97,0,164,0
treated_events,2025-05-31,74,0,135,0
treated_events,2025-06-01,64,0,76,0
treated_events,2025-06-02,37,0,60,0
treated_events,2025-06-03,30,0,53,0
treated_events,2025-06-04,29,0,41,0
treated_events,2025-06-05,28,0,41,0
treated_events,2025-06-06,33,0,55,0
treated_events,2025-06-07,27,0,43,0
treated_events,2025-06-08,50,0,61,0
treated_events,2025-06-09,8,0,16,0
treated_events,2025-06-10,9,0,24,0
treated_events,2025-06-11,15,0,31,0
treated_events,2025-06-12,46,0,66,0
treated_events,2025-06-13,13,0,27,0
treated_events,2025-06-14,13,0,25,0
treated_events,2025-06-15,61,0,67,0
treated_events,2025-06-16,56,0,56,0
treated_events,2025-06-17,12,0,12,0
treated_events,2025-06-18,23,0,23,0
treated_events,2025-06-19,23,0,23,0
treated_events,2025-06-20,12,0,12,0
treated_events,2025-06-21,13,0,13,0
treated_events,2025-06-22,22,0,22,0
treated_events,2025-06-23,16,0,16,0
treated_events,2025-06-24,11,0,11,0
treated_events,2025-06-25,8,0,8,0
treated_events,2025-06-26,15,0,15,0
treated_events,2025-06-27,16,0,16,0
treated_events,2025-06-28,20,0,20,0
treated_events,2025-06-29,14,0,14,0
treated_events,2025-06-30,12,0,12,0
treated_events,2025-07-01,6,0,6,0
candidate_control_baselines,2021-11-23,12,0,11,2
candidate_control_baselines,2021-11-24,12,0,11,2
candidate_control_baselines,2021-11-26,12,0,11,2
candidate_control_baselines,2021-12-14,12,0,6,6
candidate_control_baselines,2021-12-15,12,0,7,6
candidate_control_baselines,2021-12-17,12,0,7,6
candidate_control_baselines,2021-12-18,12,0,11,1
candidate_control_baselines,2021-12-19,12,0,12,1
candidate_control_baselines,2021-12-20,12,0,5,8
candidate_control_baselines,2021-12-21,24,0,20,9
candidate_control_baselines,2021-12-23,12,0,9,8
candidate_control_baselines,2022-01-10,23,0,20,3
candidate_control_baselines,2022-01-11,23,0,20,3
candidate_control_baselines,2022-01-13,23,0,24,3
candidate_control_baselines,2022-11-01,12,0,6,6
candidate_control_baselines,2022-11-02,12,0,8,6
candidate_control_baselines,2022-11-04,12,0,8,6
candidate_control_baselines,2023-01-16,43,0,36,13
candidate_control_baselines,2023-01-17,43,0,36,13
candidate_control_baselines,2023-01-19,43,0,36,13
candidate_control_baselines,2023-03-03,12,0,13,0
candidate_control_baselines,2023-03-04,12,0,13,0
candidate_control_baselines,2023-03-06,12,0,13,0
candidate_control_baselines,2023-03-15,12,0,1,12
candidate_control_baselines,2023-03-16,12,0,1,12
candidate_control_baselines,2023-03-18,12,0,1,12
candidate_control_baselines,2023-05-02,48,0,7,41
candidate_control_baselines,2023-05-03,48,0,12,40
candidate_control_baselines,2023-05-05,106,0,51,62
candidate_control_baselines,2023-05-06,68,0,45,30
candidate_control_baselines,2023-05-08,68,0,44,30
candidate_control_baselines,2023-05-10,48,0,27,27
candidate_control_baselines,2023-05-11,48,0,27,27
candidate_control_baselines,2023-05-13,57,0,38,27
candidate_control_baselines,2023-05-14,36,0,18,21
candidate_control_baselines,2023-05-15,24,0,6,20
candidate_control_baselines,2023-05-16,12,0,0,12
candidate_control_baselines,2023-05-17,25,0,25,21
candidate_control_baselines,2023-05-18,12,0,3,11
candidate_control_baselines,2023-05-20,12,0,7,11
candidate_control_baselines,2023-05-23,104,0,39,78
candidate_control_baselines,2023-05-24,104,0,50,78
candidate_control_baselines,2023-05-25,48,0,16,35
candidate_control_baselines,2023-05-26,116,0,51,82
candidate_control_baselines,2023-05-27,12,0,6,11
candidate_control_baselines,2023-05-28,36,0,17,24
candidate_control_baselines,2023-05-29,12,0,2,11
candidate_control_baselines,2023-05-31,72,0,23,55
candidate_control_baselines,2023-06-01,72,0,11,66
candidate_control_baselines,2023-06-03,72,0,24,54
candidate_control_baselines,2023-06-04,24,0,20,23
candidate_control_baselines,2023-06-05,24,0,4,23
candidate_control_baselines,2023-06-06,12,0,19,10
candidate_control_baselines,2023-06-07,36,0,18,33
candidate_control_baselines,2023-06-09,36,0,31,25
candidate_control_baselines,2023-06-10,24,0,11,15
candidate_control_baselines,2023-06-12,24,0,22,15
candidate_control_baselines,2023-06-13,24,0,13,21
candidate_control_baselines,2023-06-14,36,0,14,32
candidate_control_baselines,2023-06-15,12,0,5,11
candidate_control_baselines,2023-06-16,24,0,14,21
candidate_control_baselines,2023-06-17,12,0,2,11
candidate_control_baselines,2023-06-19,36,0,29,21
candidate_control_baselines,2023-06-20,63,0,13,51
candidate_control_baselines,2023-06-21,27,0,0,27
candidate_control_baselines,2023-06-22,48,0,18,33
candidate_control_baselines,2023-06-23,63,0,39,35
candidate_control_baselines,2023-06-24,24,0,23,11
candidate_control_baselines,2023-06-25,12,0,18,1
candidate_control_baselines,2023-06-26,72,0,34,53
candidate_control_baselines,2023-06-27,48,0,1,48
candidate_control_baselines,2023-06-29,48,0,16,42
candidate_control_baselines,2023-07-03,60,0,36,42
candidate_control_baselines,2023-07-04,60,0,33,42
candidate_control_baselines,2023-07-06,71,0,38,49
candidate_control_baselines,2023-07-07,48,0,21,33
candidate_control_baselines,2023-07-08,24,0,14,15
candidate_control_baselines,2023-07-09,24,0,13,18
candidate_control_baselines,2023-07-10,24,0,31,15
candidate_control_baselines,2023-07-11,24,0,12,14
candidate_control_baselines,2023-07-12,36,0,18,23
candidate_control_baselines,2023-07-13,12,0,17,9
candidate_control_baselines,2023-07-14,24,0,23,14
candidate_control_baselines,2023-07-15,48,0,26,26
candidate_control_baselines,2023-07-16,36,0,22,17
candidate_control_baselines,2023-07-18,36,0,33,17
candidate_control_baselines,2023-07-19,36,0,32,20
candidate_control_baselines,2023-07-20,60,0,37,37
candidate_control_baselines,2023-07-21,48,0,20,37
candidate_control_baselines,2023-07-22,36,0,31,20
candidate_control_baselines,2023-07-23,48,0,18,37
candidate_control_baselines,2023-07-28,67,0,25,50
candidate_control_baselines,2023-07-29,67,0,25,50
candidate_control_baselines,2023-07-31,76,0,24,59
candidate_control_baselines,2023-08-01,21,0,9,14
candidate_control_baselines,2023-08-03,21,0,6,16
candidate_control_baselines,2023-08-04,55,0,11,48
candidate_control_baselines,2023-08-05,55,0,28,43
candidate_control_baselines,2023-08-07,55,0,0,55
candidate_control_baselines,2023-08-08,40,0,0,40
candidate_control_baselines,2023-08-09,40,0,16,31
candidate_control_baselines,2023-08-10,24,0,20,11
candidate_control_baselines,2023-08-11,52,0,53,31
candidate_control_baselines,2023-08-13,24,0,15,11
candidate_control_baselines,2023-08-21,24,0,16,13
candidate_control_baselines,2023-08-22,24,0,16,13
candidate_control_baselines,2023-08-24,24,0,14,12
candidate_control_baselines,2023-09-04,72,0,44,35
candidate_control_baselines,2023-09-05,72,0,44,35
candidate_control_baselines,2023-09-07,72,0,56,34
candidate_control_baselines,2023-09-08,36,0,25,15
candidate_control_baselines,2023-09-09,36,0,36,15
candidate_control_baselines,2023-09-11,36,0,42,15
candidate_control_baselines,2023-10-09,81,0,52,37
candidate_control_baselines,2023-10-10,81,0,52,37
candidate_control_baselines,2023-10-12,81,0,53,36
candidate_control_baselines,2023-11-27,12,0,7,6
candidate_control_baselines,2023-11-28,12,0,7,6
candidate_control_baselines,2023-11-30,12,0,7,6
candidate_control_baselines,2024-02-19,12,0,13,4
candidate_control_baselines,2024-02-20,12,0,9,4
candidate_control_baselines,2024-02-22,12,0,9,4
candidate_control_baselines,2024-02-26,36,0,5,36
candidate_control_baselines,2024-02-27,36,0,2,35
candidate_control_baselines,2024-02-29,36,0,10,35
candidate_control_baselines,2024-03-03,24,0,16,23
candidate_control_baselines,2024-03-04,24,0,8,23
candidate_control_baselines,2024-03-06,24,0,9,22
candidate_control_baselines,2024-03-10,60,0,18,50
