stage,date_value,requested,fetched,cached_before,no_data
matched_pair_outcomes,2025-02-12,89,0,259,3
matched_pair_outcomes,2025-02-13,60,0,295,0
matched_pair_outcomes,2025-02-14,82,0,274,1
matched_pair_outcomes,2025-02-15,43,0,180,0
matched_pair_outcomes,2025-02-16,5,0,63,0
matched_pair_outcomes,2025-02-17,24,0,126,0
matched_pair_outcomes,2025-02-18,51,0,170,5
matched_pair_outcomes,2025-02-19,58,0,200,5
matched_pair_outcomes,2025-02-20,53,0,252,2
matched_pair_outcomes,2025-02-21,74,0,247,1
matched_pair_outcomes,2025-02-22,60,0,173,0
matched_pair_outcomes,2025-02-23,20,0,134,0
matched_pair_outcomes,2025-02-24,25,0,103,3
matched_pair_outcomes,2025-02-25,34,0,162,5
matched_pair_outcomes,2025-02-26,38,0,142,3
matched_pair_outcomes,2025-02-27,54,0,200,2
matched_pair_outcomes,2025-02-28,68,0,193,4
matched_pair_outcomes,2025-03-01,36,0,121,3
matched_pair_outcomes,2025-03-02,17,0,55,0
matched_pair_outcomes,2025-03-03,48,0,160,1
matched_pair_outcomes,2025-03-04,51,0,220,4
matched_pair_outcomes,2025-03-05,56,0,196,7
matched_pair_outcomes,2025-03-06,42,0,198,2
matched_pair_outcomes,2025-03-07,89,0,242,4
matched_pair_outcomes,2025-03-08,61,0,171,4
matched_pair_outcomes,2025-03-09,31,0,81,0
matched_pair_outcomes,2025-03-10,35,0,140,3
matched_pair_outcomes,2025-03-11,68,0,213,8
matched_pair_outcomes,2025-03-12,53,0,270,1
matched_pair_outcomes,2025-03-13,69,0,211,0
matched_pair_outcomes,2025-03-14,71,0,250,6
matched_pair_outcomes,2025-03-15,29,0,151,0
matched_pair_outcomes,2025-03-16,23,0,78,0
matched_pair_outcomes,2025-03-17,30,0,175,2
matched_pair_outcomes,2025-03-18,75,0,332,3
matched_pair_outcomes,2025-03-19,56,0,227,0
matched_pair_outcomes,2025-03-20,71,0,237,0
matched_pair_outcomes,2025-03-21,117,0,293,0
matched_pair_outcomes,2025-03-22,38,0,182,0
matched_pair_outcomes,2025-03-23,39,0,165,0
matched_pair_outcomes,2025-03-24,22,0,150,1
matched_pair_outcomes,2025-03-25,74,0,249,2
matched_pair_outcomes,2025-03-26,57,0,216,1
matched_pair_outcomes,2025-03-27,63,0,258,0
matched_pair_outcomes,2025-03-28,60,0,283,2
matched_pair_outcomes,2025-03-29,37,0,173,0
matched_pair_outcomes,2025-03-30,45,0,173,0
matched_pair_outcomes,2025-03-31,37,0,190,0
matched_pair_outcomes,2025-04-01,42,0,199,0
matched_pair_outcomes,2025-04-02,53,0,295,1
matched_pair_outcomes,2025-04-03,64,0,336,0
matched_pair_outcomes,2025-04-04,74,0,351,0
matched_pair_outcomes,2025-04-05,64,0,185,0
matched_pair_outcomes,2025-04-06,53,0,170,0
matched_pair_outcomes,2025-04-07,52,0,233,1
matched_pair_outcomes,2025-04-08,85,0,312,5
matched_pair_outcomes,2025-04-09,108,0,368,0
matched_pair_outcomes,2025-04-10,136,0,496,0
matched_pair_outcomes,2025-04-11,183,0,455,0
matched_pair_outcomes,2025-04-12,170,0,341,0
matched_pair_outcomes,2025-04-13,79,0,232,0
matched_pair_outcomes,2025-04-14,163,0,372,0
matched_pair_outcomes,2025-04-15,120,0,378,0
matched_pair_outcomes,2025-04-16,137,0,404,0
matched_pair_outcomes,2025-04-17,225,0,465,1
matched_pair_outcomes,2025-04-18,220,0,467,0
matched_pair_outcomes,2025-04-19,109,0,263,0
matched_pair_outcomes,2025-04-20,93,0,220,0
matched_pair_outcomes,2025-04-21,76,0,209,3
matched_pair_outcomes,2025-04-22,61,0,238,1
matched_pair_outcomes,2025-04-23,94,0,288,2
matched_pair_outcomes,2025-04-24,128,0,327,0
matched_pair_outcomes,2025-04-25,66,0,327,0
matched_pair_outcomes,2025-04-26,48,0,189,0
matched_pair_outcomes,2025-04-27,39,0,123,0
matched_pair_outcomes,2025-04-28,28,0,146,0
matched_pair_outcomes,2025-04-29,24,0,173,0
matched_pair_outcomes,2025-04-30,23,0,213,0
matched_pair_outcomes,2025-05-01,30,0,294,0
matched_pair_outcomes,2025-05-02,27,0,248,0
matched_pair_outcomes,2025-05-03,19,0,179,0
matched_pair_outcomes,2025-05-04,22,0,106,0
matched_pair_outcomes,2025-05-05,19,0,106,0
matched_pair_outcomes,2025-05-06,8,0,151,0
matched_pair_outcomes,2025-05-07,20,0,142,0
matched_pair_outcomes,2025-05-08,41,0,223,0
matched_pair_outcomes,2025-05-09,46,0,257,0
matched_pair_outcomes,2025-05-10,42,0,222,0
matched_pair_outcomes,2025-05-11,100,0,215,0
matched_pair_outcomes,2025-05-12,13,0,144,0
matched_pair_outcomes,2025-05-13,9,0,128,0
matched_pair_outcomes,2025-05-14,48,0,207,0
matched_pair_outcomes,2025-05-15,32,0,190,0
matched_pair_outcomes,2025-05-16,56,0,343,0
matched_pair_outcomes,2025-05-17,78,0,304,0
matched_pair_outcomes,2025-05-18,19,0,158,0
matched_pair_outcomes,2025-05-19,5,0,161,0
matched_pair_outcomes,2025-05-21,10,0,125,0
matched_pair_outcomes,2025-05-22,20,0,144,0
matched_pair_outcomes,2025-05-23,18,0,224,0
matched_pair_outcomes,2025-05-24,14,0,170,0
matched_pair_outcomes,2025-05-25,11,0,113,0
matched_pair_outcomes,2025-05-26,5,0,106,0
matched_pair_outcomes,2025-05-27,5,0,132,0
