event_id,treated_cve,treated_event_date,control_cve,control_future_event_date,candidate_rank_static,static_distance
2625,CVE-2025-1828,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
2625,CVE-2025-1828,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-31932,2025-04-11,1,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
2975,CVE-2025-24051,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-31932,2025-04-11,1,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
2977,CVE-2025-24056,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-23391,2025-04-11,1,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-32931,2025-04-14,2,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-39557,2025-04-16,3,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-0756,2025-04-17,4,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-39436,2025-04-17,5,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-28197,2025-04-22,6,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-3065,2025-04-24,7,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-43859,2025-04-24,8,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-46271,2025-04-25,9,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-46272,2025-04-25,10,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-3200,2025-04-28,11,0.0
3370,CVE-2025-27494,2025-03-11,CVE-2025-45953,2025-04-29,12,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32587,2025-04-11,1,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32589,2025-04-11,2,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32627,2025-04-11,3,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32654,2025-04-11,4,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32656,2025-04-11,5,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32663,2025-04-11,6,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-32672,2025-04-11,7,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-2160,2025-04-14,8,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-2563,2025-04-14,9,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-3445,2025-04-14,10,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-30712,2025-04-15,11,0.0
2979,CVE-2025-24064,2025-03-11,CVE-2025-30735,2025-04-15,12,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32587,2025-04-11,1,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32589,2025-04-11,2,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32627,2025-04-11,3,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32654,2025-04-11,4,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32656,2025-04-11,5,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32663,2025-04-11,6,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-32672,2025-04-11,7,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-2160,2025-04-14,8,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-2563,2025-04-14,9,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-3445,2025-04-14,10,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-30712,2025-04-15,11,0.0
2973,CVE-2025-24045,2025-03-11,CVE-2025-30735,2025-04-15,12,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-23388,2025-04-11,1,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-31478,2025-04-17,2,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-43917,2025-04-19,3,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-0467,2025-04-21,4,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-46241,2025-04-22,5,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-3529,2025-04-23,6,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-43865,2025-04-25,7,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-3501,2025-04-29,8,0.0
3369,CVE-2025-27493,2025-03-11,CVE-2025-3528,2025-05-10,9,0.05
3369,CVE-2025-27493,2025-03-11,CVE-2025-32587,2025-04-11,10,0.09999999999999964
3369,CVE-2025-27493,2025-03-11,CVE-2025-32589,2025-04-11,11,0.09999999999999964
3369,CVE-2025-27493,2025-03-11,CVE-2025-32627,2025-04-11,12,0.09999999999999964
2972,CVE-2025-24035,2025-03-11,CVE-2025-32587,2025-04-11,1,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32589,2025-04-11,2,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32627,2025-04-11,3,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32654,2025-04-11,4,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32656,2025-04-11,5,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32663,2025-04-11,6,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-32672,2025-04-11,7,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-2160,2025-04-14,8,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-2563,2025-04-14,9,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-3445,2025-04-14,10,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-30712,2025-04-15,11,0.0
2972,CVE-2025-24035,2025-03-11,CVE-2025-30735,2025-04-15,12,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-31932,2025-04-11,1,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
3358,CVE-2025-27434,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-31932,2025-04-11,1,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
2637,CVE-2025-1920,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
963,CVE-2024-13160,2025-03-11,CVE-2024-29943,2025-05-19,1,0.0
963,CVE-2024-13160,2025-03-11,CVE-2024-35056,2025-04-11,2,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-21762,2025-04-13,3,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-11680,2025-04-14,4,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-48760,2025-04-14,5,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-50672,2025-04-15,6,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-0204,2025-04-17,7,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-10525,2025-04-17,8,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-21410,2025-04-17,9,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-21894,2025-04-17,10,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-36401,2025-04-17,11,0.05
963,CVE-2024-13160,2025-03-11,CVE-2024-40711,2025-04-17,12,0.05
2982,CVE-2025-24084,2025-03-11,CVE-2025-23389,2025-04-11,1,0.0
2982,CVE-2025-24084,2025-03-11,CVE-2025-1951,2025-04-22,2,0.0
2982,CVE-2025-24084,2025-03-11,CVE-2025-46579,2025-04-27,3,0.0
2982,CVE-2025-24084,2025-03-11,CVE-2025-20018,2025-05-22,4,0.05
2982,CVE-2025-24084,2025-03-11,CVE-2025-30377,2025-05-22,5,0.05
2982,CVE-2025-24084,2025-03-11,CVE-2025-27998,2025-06-01,6,0.05
2982,CVE-2025-24084,2025-03-11,CVE-2025-32558,2025-04-11,7,0.09999999999999964
2982,CVE-2025-24084,2025-03-11,CVE-2025-32567,2025-04-11,8,0.09999999999999964
2982,CVE-2025-24084,2025-03-11,CVE-2025-32618,2025-04-11,9,0.09999999999999964
2982,CVE-2025-24084,2025-03-11,CVE-2025-32650,2025-04-11,10,0.09999999999999964
2982,CVE-2025-24084,2025-03-11,CVE-2025-32681,2025-04-11,11,0.09999999999999964
2982,CVE-2025-24084,2025-03-11,CVE-2025-30960,2025-04-16,12,0.09999999999999964
964,CVE-2024-13161,2025-03-11,CVE-2024-29943,2025-05-19,1,0.0
964,CVE-2024-13161,2025-03-11,CVE-2024-35056,2025-04-11,2,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-21762,2025-04-13,3,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-11680,2025-04-14,4,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-48760,2025-04-14,5,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-50672,2025-04-15,6,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-0204,2025-04-17,7,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-10525,2025-04-17,8,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-21410,2025-04-17,9,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-21894,2025-04-17,10,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-36401,2025-04-17,11,0.05
964,CVE-2024-13161,2025-03-11,CVE-2024-40711,2025-04-17,12,0.05
3436,CVE-2025-27912,2025-03-11,CVE-2025-31932,2025-04-11,1,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-32542,2025-04-11,2,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-32614,2025-04-11,3,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-3418,2025-04-12,4,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-3538,2025-04-13,5,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-26741,2025-04-15,6,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-26959,2025-04-15,7,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-29281,2025-04-15,8,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-30511,2025-04-15,9,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-32438,2025-04-15,10,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-20236,2025-04-16,11,0.0
3436,CVE-2025-27912,2025-03-11,CVE-2025-32848,2025-04-16,12,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-10525,2025-04-17,1,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-55371,2025-04-17,2,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-55372,2025-04-17,3,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-53591,2025-04-21,4,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-40446,2025-04-23,5,0.0
2184,CVE-2024-56336,2025-03-11,CVE-2024-35056,2025-04-11,6,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-21762,2025-04-13,7,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-11680,2025-04-14,8,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-48760,2025-04-14,9,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-50672,2025-04-15,10,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-0204,2025-04-17,11,0.05
2184,CVE-2024-56336,2025-03-11,CVE-2024-21410,2025-04-17,12,0.05
3359,CVE-2025-27439,2025-03-11,CVE-2025-32558,2025-04-11,1,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-32567,2025-04-11,2,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-32618,2025-04-11,3,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-32650,2025-04-11,4,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-32681,2025-04-11,5,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-39569,2025-04-17,6,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-39586,2025-04-17,7,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-39377,2025-04-24,8,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-21416,2025-04-30,9,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-46342,2025-04-30,10,0.0
3359,CVE-2025-27439,2025-03-11,CVE-2025-24022,2025-05-22,11,0.05
3359,CVE-2025-27439,2025-03-11,CVE-2025-31640,2025-05-23,12,0.05
2974,CVE-2025-24049,2025-03-11,CVE-2025-23389,2025-04-11,1,0.0
2974,CVE-2025-24049,2025-03-11,CVE-2025-1951,2025-04-22,2,0.0
2974,CVE-2025-24049,2025-03-11,CVE-2025-46579,2025-04-27,3,0.0
2974,CVE-2025-24049,2025-03-11,CVE-2025-20018,2025-05-22,4,0.05
2974,CVE-2025-24049,2025-03-11,CVE-2025-30377,2025-05-22,5,0.05
2974,CVE-2025-24049,2025-03-11,CVE-2025-27998,2025-06-01,6,0.05
2974,CVE-2025-24049,2025-03-11,CVE-2025-32558,2025-04-11,7,0.09999999999999964
2974,CVE-2025-24049,2025-03-11,CVE-2025-32567,2025-04-11,8,0.09999999999999964
2974,CVE-2025-24049,2025-03-11,CVE-2025-32618,2025-04-11,9,0.09999999999999964
2974,CVE-2025-24049,2025-03-11,CVE-2025-32650,2025-04-11,10,0.09999999999999964
2974,CVE-2025-24049,2025-03-11,CVE-2025-32681,2025-04-11,11,0.09999999999999964
2974,CVE-2025-24049,2025-03-11,CVE-2025-30960,2025-04-16,12,0.09999999999999964
2645,CVE-2025-1960,2025-03-12,CVE-2025-25456,2025-04-15,1,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-2567,2025-04-15,2,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-28137,2025-04-15,3,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-30206,2025-04-15,4,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-30727,2025-04-15,5,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-30985,2025-04-15,6,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-22900,2025-04-16,7,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-24297,2025-04-16,8,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-28399,2025-04-16,9,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-30510,2025-04-16,10,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-3495,2025-04-16,11,0.0
2645,CVE-2025-1960,2025-03-12,CVE-2025-28009,2025-04-17,12,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-31491,2025-04-15,1,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-43971,2025-04-21,2,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-2558,2025-04-24,3,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-29906,2025-04-29,4,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-41645,2025-05-13,5,0.0
2666,CVE-2025-20115,2025-03-12,CVE-2025-20162,2025-05-08,6,0.05
2666,CVE-2025-20115,2025-03-12,CVE-2025-20154,2025-05-17,7,0.05
2666,CVE-2025-20115,2025-03-12,CVE-2025-20152,2025-05-23,8,0.05
2666,CVE-2025-20115,2025-03-12,CVE-2025-48201,2025-05-31,9,0.05
2666,CVE-2025-20115,2025-03-12,CVE-2025-47535,2025-06-01,10,0.05
2666,CVE-2025-20115,2025-03-12,CVE-2025-39569,2025-04-17,11,0.09999999999999964
2666,CVE-2025-20115,2025-03-12,CVE-2025-39586,2025-04-17,12,0.09999999999999964
2670,CVE-2025-20138,2025-03-12,CVE-2025-3418,2025-04-12,1,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-3538,2025-04-13,2,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-26741,2025-04-15,3,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-26959,2025-04-15,4,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-29281,2025-04-15,5,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-30511,2025-04-15,6,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-32438,2025-04-15,7,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-20236,2025-04-16,8,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-32848,2025-04-16,9,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-32849,2025-04-16,10,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-32850,2025-04-16,11,0.0
2670,CVE-2025-20138,2025-03-12,CVE-2025-32851,2025-04-16,12,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-31491,2025-04-15,1,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-43971,2025-04-21,2,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-2558,2025-04-24,3,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-29906,2025-04-29,4,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-41645,2025-05-13,5,0.0
2672,CVE-2025-20146,2025-03-12,CVE-2025-20162,2025-05-08,6,0.05
2672,CVE-2025-20146,2025-03-12,CVE-2025-20154,2025-05-17,7,0.05
2672,CVE-2025-20146,2025-03-12,CVE-2025-20152,2025-05-23,8,0.05
2672,CVE-2025-20146,2025-03-12,CVE-2025-48201,2025-05-31,9,0.05
2672,CVE-2025-20146,2025-03-12,CVE-2025-47535,2025-06-01,10,0.05
2672,CVE-2025-20146,2025-03-12,CVE-2025-39569,2025-04-17,11,0.09999999999999964
2672,CVE-2025-20146,2025-03-12,CVE-2025-39586,2025-04-17,12,0.09999999999999964
2822,CVE-2025-2233,2025-03-12,CVE-2025-3418,2025-04-12,1,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-3538,2025-04-13,2,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-26741,2025-04-15,3,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-26959,2025-04-15,4,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-29281,2025-04-15,5,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-30511,2025-04-15,6,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-32438,2025-04-15,7,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-20236,2025-04-16,8,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-32848,2025-04-16,9,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-32849,2025-04-16,10,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-32850,2025-04-16,11,0.0
2822,CVE-2025-2233,2025-03-12,CVE-2025-32851,2025-04-16,12,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-10525,2025-04-17,1,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-55371,2025-04-17,2,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-55372,2025-04-17,3,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-53591,2025-04-21,4,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-40446,2025-04-23,5,0.0
996,CVE-2024-13446,2025-03-12,CVE-2024-21762,2025-04-13,6,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-11680,2025-04-14,7,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-48760,2025-04-14,8,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-50672,2025-04-15,9,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-0204,2025-04-17,10,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-21410,2025-04-17,11,0.05
996,CVE-2024-13446,2025-03-12,CVE-2024-21894,2025-04-17,12,0.05
3355,CVE-2025-27407,2025-03-12,CVE-2025-32911,2025-04-15,1,0.0
3355,CVE-2025-27407,2025-03-12,CVE-2025-32973,2025-04-30,2,0.0
3355,CVE-2025-27407,2025-03-12,CVE-2025-32974,2025-04-30,3,0.0
3355,CVE-2025-27407,2025-03-12,CVE-2025-46558,2025-04-30,4,0.0
3355,CVE-2025-27407,2025-03-12,CVE-2025-48828,2025-05-30,5,0.05
3355,CVE-2025-27407,2025-03-12,CVE-2025-32931,2025-04-14,6,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-39557,2025-04-16,7,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-0756,2025-04-17,8,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-39436,2025-04-17,9,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-28197,2025-04-22,10,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-3065,2025-04-24,11,0.09999999999999964
3355,CVE-2025-27407,2025-03-12,CVE-2025-43859,2025-04-24,12,0.09999999999999964
2671,CVE-2025-20142,2025-03-12,CVE-2025-31491,2025-04-15,1,0.0
2671,CVE-2025-20142,2025-03-12,CVE-2025-43971,2025-04-21,2,0.0
2671,CVE-2025-20142,2025-03-12,CVE-2025-2558,2025-04-24,3,0.0
2671,CVE-2025-20142,2025-03-12,CVE-2025-29906,2025-04-29,4,0.0
2671,CVE-2025-20142,2025-03-12,CVE-2025-41645,2025-05-13,5,0.0
2671,CVE-2025-20142,2025-03-12,CVE-2025-20162,2025-05-08,6,0.05
2671,CVE-2025-20142,2025-03-12,CVE-2025-20154,2025-05-17,7,0.05
2671,CVE-2025-20142,2025-03-12,CVE-2025-20152,2025-05-23,8,0.05
2671,CVE-2025-20142,2025-03-12,CVE-2025-48201,2025-05-31,9,0.05
2671,CVE-2025-20142,2025-03-12,CVE-2025-47535,2025-06-01,10,0.05
2671,CVE-2025-20142,2025-03-12,CVE-2025-39569,2025-04-17,11,0.09999999999999964
2671,CVE-2025-20142,2025-03-12,CVE-2025-39586,2025-04-17,12,0.09999999999999964
274,CVE-2022-41328,2025-03-12,CVE-2022-4407,2025-04-16,1,0.6500000000000006
274,CVE-2022-41328,2025-03-12,CVE-2022-2390,2025-04-26,2,0.6500000000000006
274,CVE-2022-41328,2025-03-12,CVE-2022-46908,2025-05-14,3,0.8999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-21449,2025-05-05,4,1.0999999999999999
274,CVE-2022-41328,2025-03-12,CVE-2022-34708,2025-05-16,5,1.2500000000000002
274,CVE-2022-41328,2025-03-12,CVE-2022-41358,2025-04-16,6,1.3499999999999999
274,CVE-2022-41328,2025-03-12,CVE-2022-38028,2025-04-17,7,1.3999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-0847,2025-04-30,8,1.3999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-24521,2025-05-13,9,1.3999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-30190,2025-05-13,10,1.3999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-34707,2025-05-16,11,1.3999999999999997
274,CVE-2022-41328,2025-03-12,CVE-2022-35768,2025-05-16,12,1.3999999999999997
3479,CVE-2025-28915,2025-03-12,CVE-2025-32931,2025-04-14,1,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-39557,2025-04-16,2,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-0756,2025-04-17,3,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-39436,2025-04-17,4,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-28197,2025-04-22,5,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-3065,2025-04-24,6,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-43859,2025-04-24,7,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-46271,2025-04-25,8,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-46272,2025-04-25,9,0.0
3479,CVE-2025-28915,2025-03-12,CVE-2025-3200,2025-04-28,10,0.0
