event_id,treated_cve,treated_event_date,control_cve,control_future_event_date,candidate_rank_static,static_distance
446,CVE-2023-33592,2023-07-06,CVE-2023-31068,2023-08-21,3,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-31069,2023-08-21,4,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-37759,2023-08-21,5,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-32560,2023-09-04,6,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-4634,2023-10-09,7,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-23333,2024-03-14,8,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-42793,2024-03-14,9,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-6019,2024-04-12,10,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-5360,2025-04-05,11,0.0
446,CVE-2023-33592,2023-07-06,CVE-2023-30258,2025-04-11,12,0.0
438,CVE-2023-33145,2023-07-06,CVE-2023-34927,2024-04-02,1,0.0
438,CVE-2023-33145,2023-07-06,CVE-2023-20118,2025-03-03,2,0.05
438,CVE-2023-33145,2023-07-06,CVE-2023-45884,2025-04-11,3,0.05
438,CVE-2023-33145,2023-07-06,CVE-2023-45857,2025-05-04,4,0.05
438,CVE-2023-33145,2023-07-06,CVE-2023-24626,2025-05-12,5,0.05
438,CVE-2023-33145,2023-07-06,CVE-2023-20109,2025-04-17,6,0.14999999999999963
438,CVE-2023-33145,2023-07-06,CVE-2023-4407,2023-09-04,7,0.20000000000000018
438,CVE-2023-33145,2023-07-06,CVE-2023-4548,2023-09-08,8,0.20000000000000018
438,CVE-2023-33145,2023-07-06,CVE-2023-4708,2023-10-09,9,0.20000000000000018
438,CVE-2023-33145,2023-07-06,CVE-2023-49965,2025-04-11,10,0.3499999999999998
438,CVE-2023-33145,2023-07-06,CVE-2023-24657,2025-04-11,11,0.40000000000000036
438,CVE-2023-33145,2023-07-06,CVE-2023-41425,2025-04-22,12,0.40000000000000036
210,CVE-2022-21907,2023-07-07,CVE-2022-25148,2023-09-04,1,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-4681,2024-03-10,2,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-4395,2024-04-02,3,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-35914,2024-05-19,4,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-37061,2025-04-16,5,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-42889,2025-04-18,6,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-2070,2025-05-25,7,0.0
210,CVE-2022-21907,2023-07-07,CVE-2022-1884,2024-11-15,8,0.05
210,CVE-2022-21907,2023-07-07,CVE-2022-32203,2024-12-20,9,0.05
210,CVE-2022-21907,2023-07-07,CVE-2022-41572,2025-01-08,10,0.05
210,CVE-2022-21907,2023-07-07,CVE-2022-41573,2025-01-08,11,0.05
210,CVE-2022-21907,2023-07-07,CVE-2022-3365,2025-01-28,12,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-37569,2023-08-08,1,0.0
436,CVE-2023-33131,2023-07-07,CVE-2023-1389,2023-08-10,2,0.0
436,CVE-2023-33131,2023-07-07,CVE-2023-32707,2023-10-09,3,0.0
436,CVE-2023-33131,2023-07-07,CVE-2023-38836,2023-10-09,4,0.0
436,CVE-2023-33131,2023-07-07,CVE-2023-33996,2024-12-13,5,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-47179,2025-01-02,6,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-37931,2025-01-14,7,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-50739,2025-01-18,8,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-46272,2025-02-20,9,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-51302,2025-02-20,10,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-51319,2025-02-20,11,0.05
436,CVE-2023-33131,2023-07-07,CVE-2023-51313,2025-02-21,12,0.05
215,CVE-2022-22963,2023-07-11,CVE-2022-25148,2023-09-04,1,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-4681,2024-03-10,2,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-4395,2024-04-02,3,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-35914,2024-05-19,4,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-37061,2025-04-16,5,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-42889,2025-04-18,6,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-2070,2025-05-25,7,0.0
215,CVE-2022-22963,2023-07-11,CVE-2022-1884,2024-11-15,8,0.05
215,CVE-2022-22963,2023-07-11,CVE-2022-32203,2024-12-20,9,0.05
215,CVE-2022-22963,2023-07-11,CVE-2022-41572,2025-01-08,10,0.05
215,CVE-2022-22963,2023-07-11,CVE-2022-41573,2025-01-08,11,0.05
215,CVE-2022-22963,2023-07-11,CVE-2022-3365,2025-01-28,12,0.05
473,CVE-2023-36163,2023-07-11,CVE-2023-24657,2025-04-11,1,0.0
473,CVE-2023-36163,2023-07-11,CVE-2023-41425,2025-04-22,2,0.0
473,CVE-2023-36163,2023-07-11,CVE-2023-45281,2025-04-11,3,0.05
473,CVE-2023-36163,2023-07-11,CVE-2023-47311,2025-04-11,4,0.05
473,CVE-2023-36163,2023-07-11,CVE-2023-43770,2025-05-15,5,0.05
473,CVE-2023-36163,2023-07-11,CVE-2023-32369,2025-01-13,6,0.14999999999999963
473,CVE-2023-36163,2023-07-11,CVE-2023-44088,2025-04-10,7,0.1999999999999993
473,CVE-2023-36163,2023-07-11,CVE-2023-4407,2023-09-04,8,0.20000000000000018
473,CVE-2023-36163,2023-07-11,CVE-2023-4548,2023-09-08,9,0.20000000000000018
473,CVE-2023-36163,2023-07-11,CVE-2023-4708,2023-10-09,10,0.20000000000000018
473,CVE-2023-36163,2023-07-11,CVE-2023-48795,2025-04-14,11,0.24999999999999928
473,CVE-2023-36163,2023-07-11,CVE-2023-34927,2024-04-02,12,0.40000000000000036
484,CVE-2023-36884,2023-07-12,CVE-2023-39026,2023-09-04,1,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-34723,2023-09-08,2,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-4278,2023-10-09,3,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-46024,2024-03-20,4,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-40278,2024-04-15,5,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-40279,2024-04-15,6,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-27532,2024-09-10,7,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-0159,2025-03-19,8,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-1545,2025-03-22,9,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-45277,2025-04-11,10,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-45282,2025-04-11,11,0.05
484,CVE-2023-36884,2023-07-12,CVE-2023-44487,2025-04-14,12,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-19245,2025-04-14,1,0.0
100,CVE-2019-1937,2023-07-15,CVE-2019-1010060,2025-04-11,2,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-9531,2025-04-11,3,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-9533,2025-04-11,4,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-3568,2025-05-07,5,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-2725,2025-05-13,6,0.05
100,CVE-2019-1937,2023-07-15,CVE-2019-11510,2025-05-02,7,0.24999999999999928
100,CVE-2019-1937,2023-07-15,CVE-2019-15949,2025-04-08,8,1.25
100,CVE-2019-1937,2023-07-15,CVE-2019-13024,2025-04-10,9,1.25
100,CVE-2019-1937,2023-07-15,CVE-2019-13961,2025-04-11,10,1.25
100,CVE-2019-1937,2023-07-15,CVE-2019-15690,2025-01-24,11,1.3
100,CVE-2019-1937,2023-07-15,CVE-2019-5736,2025-04-24,12,1.500000000000001
223,CVE-2022-24715,2023-07-15,CVE-2022-31764,2025-02-06,1,0.05
223,CVE-2022-24715,2023-07-15,CVE-2022-32144,2024-12-20,2,0.14999999999999963
223,CVE-2022-24715,2023-07-15,CVE-2022-43939,2025-03-04,3,0.14999999999999963
223,CVE-2022-24715,2023-07-15,CVE-2022-2601,2025-05-14,4,0.14999999999999963
223,CVE-2022-24715,2023-07-15,CVE-2022-41137,2024-12-05,5,0.24999999999999928
223,CVE-2022-24715,2023-07-15,CVE-2022-26872,2025-03-18,6,0.24999999999999928
223,CVE-2022-24715,2023-07-15,CVE-2022-40259,2025-03-18,7,0.24999999999999928
223,CVE-2022-24715,2023-07-15,CVE-2022-20655,2024-11-15,8,0.3500000000000007
223,CVE-2022-24715,2023-07-15,CVE-2022-45185,2025-01-08,9,0.3500000000000007
223,CVE-2022-24715,2023-07-15,CVE-2022-4046,2025-04-22,10,0.3500000000000007
223,CVE-2022-24715,2023-07-15,CVE-2022-22620,2025-05-10,11,0.3500000000000007
223,CVE-2022-24715,2023-07-15,CVE-2022-0811,2025-05-13,12,0.3500000000000007
486,CVE-2023-37269,2023-07-15,CVE-2023-4089,2025-05-07,1,0.7500000000000002
486,CVE-2023-37269,2023-07-15,CVE-2023-27272,2025-04-15,2,1.1500000000000001
486,CVE-2023-37269,2023-07-15,CVE-2023-29383,2025-05-17,3,1.3499999999999999
486,CVE-2023-37269,2023-07-15,CVE-2023-4382,2023-09-04,4,1.5
486,CVE-2023-37269,2023-07-15,CVE-2023-4547,2023-09-04,5,1.5
486,CVE-2023-37269,2023-07-15,CVE-2023-7303,2025-05-08,6,1.55
486,CVE-2023-37269,2023-07-15,CVE-2023-5702,2024-03-14,7,2.55
486,CVE-2023-37269,2023-07-15,CVE-2023-36811,2025-04-09,8,3.0
486,CVE-2023-37269,2023-07-15,CVE-2023-32019,2025-05-16,9,3.0
486,CVE-2023-37269,2023-07-15,CVE-2023-4641,2025-05-17,10,3.0
486,CVE-2023-37269,2023-07-15,CVE-2023-52589,2025-05-20,11,3.0
486,CVE-2023-37269,2023-07-15,CVE-2023-3897,2024-02-19,12,3.05
489,CVE-2023-37629,2023-07-19,CVE-2023-31067,2023-08-21,1,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-31068,2023-08-21,2,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-31069,2023-08-21,3,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-37759,2023-08-21,4,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-32560,2023-09-04,5,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-4634,2023-10-09,6,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-23333,2024-03-14,7,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-42793,2024-03-14,8,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-6019,2024-04-12,9,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-5360,2025-04-05,10,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-30258,2025-04-11,11,0.0
489,CVE-2023-37629,2023-07-19,CVE-2023-26602,2025-04-16,12,0.0
319,CVE-2023-1258,2023-07-19,CVE-2023-0437,2025-05-17,1,0.05
319,CVE-2023-1258,2023-07-19,CVE-2023-6710,2024-05-13,2,0.10000000000000053
319,CVE-2023-1258,2023-07-19,CVE-2023-27636,2024-06-03,3,0.10000000000000053
319,CVE-2023-1258,2023-07-19,CVE-2023-2745,2025-04-22,4,0.10000000000000053
319,CVE-2023-1258,2023-07-19,CVE-2023-0109,2024-11-15,5,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-42007,2025-04-11,6,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-45279,2025-04-11,7,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-45280,2025-04-11,8,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-45885,2025-04-11,9,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-46470,2025-04-11,10,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-46471,2025-04-11,11,0.15000000000000052
319,CVE-2023-1258,2023-07-19,CVE-2023-41991,2023-11-27,12,0.25000000000000017
233,CVE-2022-28171,2023-07-19,CVE-2022-2827,2025-03-18,1,0.05
233,CVE-2022-28171,2023-07-19,CVE-2022-40242,2025-03-18,2,0.05
233,CVE-2022-28171,2023-07-19,CVE-2022-21449,2025-05-05,3,0.05
233,CVE-2022-28171,2023-07-19,CVE-2022-35919,2023-10-09,4,0.09999999999999964
233,CVE-2022-28171,2023-07-19,CVE-2022-29154,2025-01-16,5,0.14999999999999963
233,CVE-2022-28171,2023-07-19,CVE-2022-46908,2025-05-14,6,0.25000000000000017
233,CVE-2022-28171,2023-07-19,CVE-2022-38028,2025-04-17,7,0.3499999999999998
233,CVE-2022-28171,2023-07-19,CVE-2022-0847,2025-04-30,8,0.3499999999999998
233,CVE-2022-28171,2023-07-19,CVE-2022-24521,2025-05-13,9,0.3499999999999998
233,CVE-2022-28171,2023-07-19,CVE-2022-30190,2025-05-13,10,0.3499999999999998
233,CVE-2022-28171,2023-07-19,CVE-2022-34707,2025-05-16,11,0.3499999999999998
233,CVE-2022-28171,2023-07-19,CVE-2022-35768,2025-05-16,12,0.3499999999999998
459,CVE-2023-34635,2023-07-20,CVE-2023-31067,2023-08-21,1,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-31068,2023-08-21,2,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-31069,2023-08-21,3,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-37759,2023-08-21,4,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-32560,2023-09-04,5,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-4634,2023-10-09,6,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-23333,2024-03-14,7,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-42793,2024-03-14,8,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-6019,2024-04-12,9,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-5360,2025-04-05,10,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-30258,2025-04-11,11,0.0
459,CVE-2023-34635,2023-07-20,CVE-2023-26602,2025-04-16,12,0.0
373,CVE-2023-27253,2023-07-20,CVE-2023-32707,2023-10-09,1,0.0
373,CVE-2023-27253,2023-07-20,CVE-2023-38836,2023-10-09,2,0.0
373,CVE-2023-27253,2023-07-20,CVE-2023-33996,2024-12-13,3,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-47179,2025-01-02,4,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-37931,2025-01-14,5,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-50739,2025-01-18,6,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-46272,2025-02-20,7,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-51302,2025-02-20,8,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-51319,2025-02-20,9,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-51313,2025-02-21,10,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-51333,2025-02-21,11,0.05
373,CVE-2023-27253,2023-07-20,CVE-2023-51336,2025-02-21,12,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-31468,2023-08-21,1,0.0
439,CVE-2023-33148,2023-07-20,CVE-2023-46022,2024-03-20,2,0.0
439,CVE-2023-33148,2023-07-20,CVE-2023-29336,2025-05-25,3,0.0
439,CVE-2023-33148,2023-07-20,CVE-2023-41061,2025-02-10,4,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-41064,2025-02-10,5,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-28252,2025-03-12,6,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-38831,2025-04-17,7,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-41992,2025-05-14,8,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-20963,2025-05-16,9,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-21675,2025-05-16,10,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-21747,2025-05-16,11,0.05
439,CVE-2023-33148,2023-07-20,CVE-2023-21748,2025-05-16,12,0.05
501,CVE-2023-38357,2023-07-20,CVE-2023-0437,2025-05-17,1,0.05
501,CVE-2023-38357,2023-07-20,CVE-2023-6710,2024-05-13,2,0.10000000000000053
501,CVE-2023-38357,2023-07-20,CVE-2023-27636,2024-06-03,3,0.10000000000000053
501,CVE-2023-38357,2023-07-20,CVE-2023-2745,2025-04-22,4,0.10000000000000053
501,CVE-2023-38357,2023-07-20,CVE-2023-0109,2024-11-15,5,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-42007,2025-04-11,6,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-45279,2025-04-11,7,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-45280,2025-04-11,8,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-45885,2025-04-11,9,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-46470,2025-04-11,10,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-46471,2025-04-11,11,0.15000000000000052
501,CVE-2023-38357,2023-07-20,CVE-2023-41991,2023-11-27,12,0.25000000000000017
400,CVE-2023-29918,2023-07-28,CVE-2023-6710,2024-05-13,1,0.0
400,CVE-2023-29918,2023-07-28,CVE-2023-27636,2024-06-03,2,0.0
400,CVE-2023-29918,2023-07-28,CVE-2023-2745,2025-04-22,3,0.0
400,CVE-2023-29918,2023-07-28,CVE-2023-0109,2024-11-15,4,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-42007,2025-04-11,5,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-45279,2025-04-11,6,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-45280,2025-04-11,7,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-45885,2025-04-11,8,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-46470,2025-04-11,9,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-46471,2025-04-11,10,0.05
400,CVE-2023-29918,2023-07-28,CVE-2023-41991,2023-11-27,11,0.14999999999999963
400,CVE-2023-29918,2023-07-28,CVE-2023-40238,2025-05-07,12,0.14999999999999963
368,CVE-2023-2636,2023-07-28,CVE-2023-32707,2023-10-09,1,0.0
368,CVE-2023-2636,2023-07-28,CVE-2023-38836,2023-10-09,2,0.0
368,CVE-2023-2636,2023-07-28,CVE-2023-33996,2024-12-13,3,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-47179,2025-01-02,4,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-37931,2025-01-14,5,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-50739,2025-01-18,6,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-46272,2025-02-20,7,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-51302,2025-02-20,8,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-51319,2025-02-20,9,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-51313,2025-02-21,10,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-51333,2025-02-21,11,0.05
368,CVE-2023-2636,2023-07-28,CVE-2023-51336,2025-02-21,12,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-41991,2023-11-27,1,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-40238,2025-05-07,2,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-28271,2025-05-16,3,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-36404,2025-05-16,4,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-36576,2025-05-16,5,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-36803,2025-05-16,6,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-38140,2025-05-16,7,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-34872,2025-05-17,8,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-52590,2025-05-20,9,0.05
474,CVE-2023-36266,2023-07-28,CVE-2023-6710,2024-05-13,10,0.09999999999999964
474,CVE-2023-36266,2023-07-28,CVE-2023-27636,2024-06-03,11,0.09999999999999964
474,CVE-2023-36266,2023-07-28,CVE-2023-2745,2025-04-22,12,0.09999999999999964
504,CVE-2023-3849,2023-07-28,CVE-2023-4382,2023-09-04,1,0.0
504,CVE-2023-3849,2023-07-28,CVE-2023-4547,2023-09-04,2,0.0
504,CVE-2023-3849,2023-07-28,CVE-2023-7303,2025-05-08,3,0.05
504,CVE-2023-3849,2023-07-28,CVE-2023-29383,2025-05-17,4,0.25000000000000017
504,CVE-2023-3849,2023-07-28,CVE-2023-27272,2025-04-15,5,0.4499999999999999
504,CVE-2023-3849,2023-07-28,CVE-2023-4089,2025-05-07,6,0.8499999999999999
504,CVE-2023-3849,2023-07-28,CVE-2023-5702,2024-03-14,7,1.0499999999999998
504,CVE-2023-3849,2023-07-28,CVE-2023-36811,2025-04-09,8,1.5000000000000002
504,CVE-2023-3849,2023-07-28,CVE-2023-32019,2025-05-16,9,1.5000000000000002
504,CVE-2023-3849,2023-07-28,CVE-2023-4641,2025-05-17,10,1.5000000000000002
504,CVE-2023-3849,2023-07-28,CVE-2023-52589,2025-05-20,11,1.5000000000000002
504,CVE-2023-3849,2023-07-28,CVE-2023-3897,2024-02-19,12,1.5499999999999998
505,CVE-2023-38501,2023-07-28,CVE-2023-4407,2023-09-04,1,0.0
505,CVE-2023-38501,2023-07-28,CVE-2023-4548,2023-09-08,2,0.0
505,CVE-2023-38501,2023-07-28,CVE-2023-4708,2023-10-09,3,0.0
505,CVE-2023-38501,2023-07-28,CVE-2023-34927,2024-04-02,4,0.20000000000000018
505,CVE-2023-38501,2023-07-28,CVE-2023-24657,2025-04-11,5,0.20000000000000018
505,CVE-2023-38501,2023-07-28,CVE-2023-41425,2025-04-22,6,0.20000000000000018
505,CVE-2023-38501,2023-07-28,CVE-2023-20118,2025-03-03,7,0.25000000000000017
505,CVE-2023-38501,2023-07-28,CVE-2023-45281,2025-04-11,8,0.25000000000000017
505,CVE-2023-38501,2023-07-28,CVE-2023-45884,2025-04-11,9,0.25000000000000017
505,CVE-2023-38501,2023-07-28,CVE-2023-47311,2025-04-11,10,0.25000000000000017
505,CVE-2023-38501,2023-07-28,CVE-2023-45857,2025-05-04,11,0.25000000000000017
505,CVE-2023-38501,2023-07-28,CVE-2023-24626,2025-05-12,12,0.25000000000000017
458,CVE-2023-34634,2023-07-28,CVE-2023-46022,2024-03-20,1,0.0
458,CVE-2023-34634,2023-07-28,CVE-2023-29336,2025-05-25,2,0.0
458,CVE-2023-34634,2023-07-28,CVE-2023-41061,2025-02-10,3,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-41064,2025-02-10,4,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-28252,2025-03-12,5,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-38831,2025-04-17,6,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-41992,2025-05-14,7,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-20963,2025-05-16,8,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-21675,2025-05-16,9,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-21747,2025-05-16,10,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-21748,2025-05-16,11,0.05
458,CVE-2023-34634,2023-07-28,CVE-2023-21772,2025-05-16,12,0.05
431,CVE-2023-32629,2023-07-31,CVE-2023-41992,2025-05-14,1,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-51745,2025-05-18,2,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-29445,2025-05-19,3,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-32366,2025-05-19,4,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-34332,2025-05-19,5,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-42826,2025-05-25,6,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-42871,2025-05-25,7,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-50671,2025-05-25,8,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-42137,2025-05-26,9,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-7206,2025-05-26,10,0.0
431,CVE-2023-32629,2023-07-31,CVE-2023-46022,2024-03-20,11,0.05
431,CVE-2023-32629,2023-07-31,CVE-2023-41061,2025-02-10,12,0.05
369,CVE-2023-2640,2023-07-31,CVE-2023-41992,2025-05-14,1,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-51745,2025-05-18,2,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-29445,2025-05-19,3,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-32366,2025-05-19,4,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-34332,2025-05-19,5,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-42826,2025-05-25,6,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-42871,2025-05-25,7,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-50671,2025-05-25,8,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-42137,2025-05-26,9,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-7206,2025-05-26,10,0.0
369,CVE-2023-2640,2023-07-31,CVE-2023-46022,2024-03-20,11,0.05
369,CVE-2023-2640,2023-07-31,CVE-2023-41061,2025-02-10,12,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-46022,2024-03-20,1,0.0
512,CVE-2023-39147,2023-07-31,CVE-2023-29336,2025-05-25,2,0.0
512,CVE-2023-39147,2023-07-31,CVE-2023-41061,2025-02-10,3,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-41064,2025-02-10,4,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-28252,2025-03-12,5,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-38831,2025-04-17,6,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-41992,2025-05-14,7,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-20963,2025-05-16,8,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-21675,2025-05-16,9,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-21747,2025-05-16,10,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-21748,2025-05-16,11,0.05
512,CVE-2023-39147,2023-07-31,CVE-2023-21772,2025-05-16,12,0.05
442,CVE-2023-33383,2023-08-04,CVE-2023-0437,2025-05-17,1,0.05
442,CVE-2023-33383,2023-08-04,CVE-2023-6710,2024-05-13,2,0.10000000000000053
442,CVE-2023-33383,2023-08-04,CVE-2023-27636,2024-06-03,3,0.10000000000000053
442,CVE-2023-33383,2023-08-04,CVE-2023-2745,2025-04-22,4,0.10000000000000053
442,CVE-2023-33383,2023-08-04,CVE-2023-0109,2024-11-15,5,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-42007,2025-04-11,6,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-45279,2025-04-11,7,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-45280,2025-04-11,8,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-45885,2025-04-11,9,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-46470,2025-04-11,10,0.15000000000000052
442,CVE-2023-33383,2023-08-04,CVE-2023-46471,2025-04-11,11,0.15000000000000052
